中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,10 ms,524 Mbps,67072 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,2 ms,73 Mbps,9353 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,1 ms,669 Mbps,85708 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,94 ms,47 Mbps,6039 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,236 Mbps,30208 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,76 ms,344 Mbps,44032 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,4 ms,85 Mbps,10956 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,642 Mbps,82227 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,256 Mbps,32768 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,229 Mbps,29388 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,79 ms,400 Mbps,51302 kB/s
129.146.46.164,443,129.146.46.164,285 Mbps,36556 kB/s
141.148.241.78,443,2a0b:21c0:1007:1cb:0:53ca:2f50:68c1,DE,Frankfurt,隧道,90 ms,248 Mbps,31744 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,224 Mbps,28774 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,84 ms,269 Mbps,34508 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,74 ms,334 Mbps,42803 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,93 ms,43 Mbps,5608 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,83 ms,252 Mbps,32256 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,24 ms,42 Mbps,5425 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,96 ms,119 Mbps,15257 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,93 ms,46 Mbps,5893 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,98 ms,255 Mbps,32665 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,96 ms,342 Mbps,43827 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,126 ms,165 Mbps,21196 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,97 ms,289 Mbps,37068 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,86 ms,5 Mbps,660 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,89 ms,288 Mbps,36966 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,91 ms,48 Mbps,6255 kB/s
143.47.185.70,443,2a0b:21c0:100a:1b4:0:6c22:f57c:6aea,DE,Frankfurt,隧道,100 ms,226 Mbps,28979 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,280 Mbps,35942 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,91 ms,280 Mbps,35840 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,208 ms,103 Mbps,13209 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,92 ms,47 Mbps,6044 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,81 ms,45 Mbps,5791 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,101 ms,248 Mbps,31744 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,85 ms,254 Mbps,32563 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,93 ms,5 Mbps,675 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,108 Mbps,13824 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,161 ms,43 Mbps,5601 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,73 ms,284 Mbps,36454 kB/s
168.138.220.199,443,2607:a400:a:16b:0:6d41:de1a:a2d4,US,Los Angeles,隧道,198 ms,123 Mbps,15769 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,94 ms,46 Mbps,5979 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,236 ms,2 Mbps,309 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,217 ms,32 Mbps,4124 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,200 ms,95 Mbps,12185 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,216 ms,29 Mbps,3831 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,212 ms,86 Mbps,11059 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,237 ms,81 Mbps,10444 kB/s
130.162.144.191,443,2a09:bac5:4734:1a14::299:27,KR,Seoul,隧道,197 ms,34 Mbps,4368 kB/s
