中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,992 Mbps,126976 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,211 Mbps,27033 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,408 Mbps,52224 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,203 Mbps,26009 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,47 Mbps,6081 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,52 ms,440 Mbps,56320 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,74 ms,50 Mbps,6462 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,200 Mbps,25600 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,48 ms,455 Mbps,58265 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,71 ms,368 Mbps,47104 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,50 ms,448 Mbps,57446 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,173 Mbps,22220 kB/s
129.146.7.98,443,2a09:bac5:60ec:1846::26b:7c,US,Los Angeles,隧道,49 ms,81 Mbps,10444 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,77 ms,60 Mbps,7759 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,66 ms,443 Mbps,56729 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,16 ms,54 Mbps,6968 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,54 ms,394 Mbps,50483 kB/s
138.3.254.39,443,138.3.254.39,185 Mbps,23756 kB/s
140.238.126.249,443,2a0b:21c0:100a:1b2:0:3cbf:2a47:28da,DE,Frankfurt,隧道,109 ms,104 Mbps,13312 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,10 ms,740 Mbps,94822 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,17 ms,393 Mbps,50380 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,54 ms,8 Mbps,1122 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,51 ms,440 Mbps,56422 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,46 Mbps,5970 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,110 ms,162 Mbps,20787 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,164 ms,332 Mbps,42598 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,48 ms,434 Mbps,55603 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,49 ms,401 Mbps,51404 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,52 ms,415 Mbps,53145 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,106 ms,43 Mbps,5530 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,55 ms,404 Mbps,51712 kB/s
132.226.31.178,443,2a09:bac5:60ec:183c::26a:90,US,Los Angeles,隧道,59 ms,43 Mbps,5576 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,51 ms,7 Mbps,917 kB/s
141.144.227.227,443,2a0b:21c0:1007:c7:0:f5ec:a4ab:4f02,DE,Frankfurt,隧道,110 ms,184 Mbps,23552 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,99 ms,45 Mbps,5805 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,148 ms,168 Mbps,21606 kB/s
152.70.56.107,443,2606:f240:f00:dd8d:0:6637:5218:a18a,US,Frankfurt,隧道,174 ms,88 Mbps,11366 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,179 ms,94 Mbps,12083 kB/s
152.70.46.37,443,2a0b:21c0:1007:1ca:0:e6d9:689b:f44f,DE,Frankfurt,隧道,113 ms,120 Mbps,15360 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,143 ms,132 Mbps,16896 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,62 ms,273 Mbps,35020 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,261 ms,38 Mbps,4980 kB/s
129.146.168.102,443,104.28.237.112,US,Los Angeles,隧道,123 ms,25 Mbps,3292 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,172 ms,94 Mbps,12083 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,109 ms,166 Mbps,21299 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::1d2:58,US,San Jose,隧道,69 ms,186 Mbps,23859 kB/s
144.22.252.124,443,144.22.252.124,BR,S
