中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Chicago,中转,23 ms,554 Mbps,70963 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,338 Mbps,43315 kB/s
23.224.22.211,443,23.224.22.211,CN,Los Angeles,中转,59 ms,46 Mbps,5973 kB/s
192.18.150.121,443,192.18.150.121,CA,Toronto,中转,18 ms,773 Mbps,99020 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,89 ms,50 Mbps,6438 kB/s
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:12,US,Buffalo,隧道,31 ms,88 Mbps,11264 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,97 ms,161 Mbps,20684 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,68 ms,285 Mbps,36556 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,116 ms,310 Mbps,39731 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,89 ms,200 Mbps,25702 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,44 Mbps,5669 kB/s
35.230.79.26,443,35.197.68.7,US,Seattle,隧道,67 ms,296 Mbps,37990 kB/s
129.146.7.98,443,2a09:bac5:60ef:78::c:2cf,US,Los Angeles,隧道,67 ms,72 Mbps,9281 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,294 Mbps,37683 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,234 Mbps,30003 kB/s
35.197.23.75,443,35.197.68.7,US,Seattle,隧道,70 ms,254 Mbps,32563 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,250 Mbps,32051 kB/s
34.82.76.253,443,34.83.21.22,US,Seattle,隧道,70 ms,304 Mbps,38912 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,194 ms,276 Mbps,35328 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,178 ms,118 Mbps,15155 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,232 Mbps,29696 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,76 ms,251 Mbps,32153 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,90 ms,340 Mbps,43622 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,117 ms,352 Mbps,45056 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,67 ms,51 Mbps,6624 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,163 ms,355 Mbps,45465 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,77 ms,149 Mbps,19148 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,272 Mbps,34918 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,65 ms,480 Mbps,61440 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,231 ms,98 Mbps,12595 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,67 ms,7 Mbps,961 kB/s
141.148.225.142,443,141.148.225.142,NL,Amsterdam,中转,97 ms,108 Mbps,13926 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,96 ms,41 Mbps,5321 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,204 ms,95 Mbps,12185 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,69 ms,44 Mbps,5708 kB/s
144.24.185.35,443,98.98.166.170,AE,Frankfurt,隧道,97 ms,182 Mbps,23347 kB/s
8.209.68.142,443,98.98.166.178,AE,Frankfurt,隧道,116 ms,189 Mbps,24268 kB/s
132.145.66.60,443,2a0b:21c0:1007:ca:0:b4a2:4bc9:d3cb,DE,Frankfurt,隧道,92 ms,138 Mbps,17715 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,244 Mbps,31334 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,210 ms,19 Mbps,2517 kB/s
