中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,706 Mbps,90419 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,24 ms,401 Mbps,51404 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,42 ms,404 Mbps,51814 kB/s
129.146.46.164,443,129.146.46.164,215 Mbps,27545 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,81 ms,43 Mbps,5567 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,120 ms,204 Mbps,26214 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,32 ms,60 Mbps,7738 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,48 Mbps,6187 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,428 Mbps,54886 kB/s
35.197.23.75,443,35.212.248.117,US,Seattle,隧道,61 ms,503 Mbps,64409 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,70 ms,471 Mbps,60313 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,183 Mbps,23449 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,54 ms,44 Mbps,5675 kB/s
35.230.79.26,443,35.212.248.117,US,Seattle,隧道,68 ms,430 Mbps,55091 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,38 ms,33 Mbps,4308 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,301 Mbps,38604 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,202 Mbps,25907 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,59 ms,350 Mbps,44851 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,116 ms,276 Mbps,35328 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,98 ms,376 Mbps,48230 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,113 ms,178 Mbps,22835 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,58 ms,424 Mbps,54272 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,139 ms,188 Mbps,24064 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,112 ms,45 Mbps,5790 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,128 ms,45 Mbps,5828 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,181 ms,107 Mbps,13721 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,143 Mbps,18329 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,36 ms,29 Mbps,3716 kB/s
143.47.185.70,443,2a0b:21c0:1007:c8:0:f95a:e284:d363,DE,Frankfurt,隧道,123 ms,188 Mbps,24166 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,128 ms,239 Mbps,30617 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,121 ms,41 Mbps,5336 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,166 ms,23 Mbps,3012 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,142 ms,109 Mbps,14028 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,350 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,123 ms,33 Mbps,4229 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,120 ms,49 Mbps,6356 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,119 ms,48 Mbps,6197 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,62 ms,431 Mbps,55193 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,231 ms,89 Mbps,11468 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,135 ms,203 Mbps,26009 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,211 ms,78 Mbps,10035 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,154 ms,3 Mbps,461 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,110 ms,19 Mbps,2439 kB/s
168.138.149.17,443,168.138.149.17,BR,S
