中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,81 ms,413 Mbps,52940 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,41 ms,42 Mbps,5392 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,2 ms,3 Mbps,388 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,680 Mbps,87040 kB/s
35.197.23.75,443,35.212.231.200,US,Seattle,隧道,72 ms,384 Mbps,49254 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,9 ms,51 Mbps,6536 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,24 ms,765 Mbps,97996 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,65 ms,289 Mbps,37068 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,266 Mbps,34099 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,399 Mbps,51097 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,121 ms,152 Mbps,19558 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,92 ms,236 Mbps,30208 kB/s
158.178.147.110,443,163.123.193.6,DE,Frankfurt,隧道,96 ms,237 Mbps,30412 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,114 ms,217 Mbps,27852 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,325 Mbps,41676 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,132 ms,44 Mbps,5730 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,102 ms,220 Mbps,28160 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,121 ms,238 Mbps,30515 kB/s
35.230.79.26,443,35.212.231.200,US,Seattle,隧道,67 ms,335 Mbps,42905 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,311 Mbps,39833 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,75 ms,412 Mbps,52736 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,75 ms,380 Mbps,48640 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,110 ms,259 Mbps,33177 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,119 ms,49 Mbps,6348 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,101 ms,234 Mbps,30003 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,94 ms,307 Mbps,39321 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,85 ms,1 Mbps,180 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,111 ms,71 Mbps,9196 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,100 ms,40 Mbps,5163 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,98 ms,49 Mbps,6326 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,46 Mbps,5888 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,115 Mbps,14745 kB/s
141.147.68.241,443,2606:f240:f00:6acf:0:50c1:9eb0:9f41,US,Frankfurt,隧道,124 ms,232 Mbps,29798 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,73 ms,389 Mbps,49868 kB/s
130.61.134.32,443,2606:f240:f00:a683:0:1475:4d8b:56a7,US,Frankfurt,隧道,119 ms,208 Mbps,26624 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,88 Mbps,11366 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,206 ms,30 Mbps,3892 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,111 ms,15 Mbps,1969 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,97 ms,242 Mbps,31027 kB/s
8.219.143.157,443,47.245.84.175,SG,Singapore,隧道,241 ms,66 Mbps,8478 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,119 ms,44 Mbps,5653 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,107 ms,46 Mbps,5931 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,236 ms,2 Mbps,329 kB/s
8.222.68.245,443,8.216.92.214,JP,Tokyo,隧道,237 ms,16 Mbps,2103 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,238 ms,33 Mbps,4289 kB/s
