中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,422 Mbps,54067 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,320 Mbps,41062 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,130 ms,140 Mbps,18022 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,672 Mbps,86118 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,47 ms,880 Mbps,112640 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,23 ms,800 Mbps,102400 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,182 Mbps,23347 kB/s
138.2.225.254,443,138.2.225.254,US,San Jose,中转,27 ms,2040 Mbps,261120 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,32 ms,2032 Mbps,260096 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,89 ms,450 Mbps,57651 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,31 ms,1584 Mbps,202752 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,4 ms,1552 Mbps,198656 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,63 ms,112 Mbps,14438 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,22 ms,904 Mbps,115712 kB/s
47.74.13.33,443,47.74.13.33,JP,Tokyo,中转,106 ms,162 Mbps,20787 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,7 ms,676 Mbps,86528 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,312 Mbps,40038 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,92 ms,268 Mbps,34406 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,30 ms,37 Mbps,4738 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,150 ms,78 Mbps,10035 kB/s
158.101.142.100,443,2a09:bac5:4428:dc::16:22a,JP,Tokyo,隧道,156 ms,111 Mbps,14233 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,59 ms,55 Mbps,7114 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,106 Mbps,13619 kB/s
150.230.37.254,443,150.230.37.254,US,San Jose,中转,53 ms,360 Mbps,46080 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,3 ms,10 Mbps,1308 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,142 ms,124 Mbps,15974 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,63 ms,42 Mbps,5448 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,37 ms,41 Mbps,5284 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,130 ms,138 Mbps,17715 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,141 ms,134 Mbps,17203 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,168 ms,96 Mbps,12288 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,159 ms,104 Mbps,13312 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,129 ms,880 Mbps,112640 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,106 ms,0 Mbps,93 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,116 Mbps,14950 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,142 Mbps,18227 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,60 ms,427 Mbps,54681 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,15 ms,88 Mbps,11366 kB/s
132.226.211.247,443,98.98.166.178,US,Frankfurt,隧道,158 ms,105 Mbps,13516 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,152 ms,112 Mbps,14438 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,91 ms,28 Mbps,3682 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,168 ms,36 Mbps,4710 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,141 ms,25 Mbps,3200 kB/s
157.254.252.198,443,157.254.252.198,JP,Tokyo,中转,196 ms,165 Mbps,21196 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,148 ms,18 Mbps,2309 kB/s
