中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,182 Mbps,23347 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,319 Mbps,40857 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,748 Mbps,95744 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,420 Mbps,53760 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,21 ms,420 Mbps,53862 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,180 Mbps,23142 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,404 Mbps,51814 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,54 ms,53 Mbps,6822 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,60 ms,36 Mbps,4734 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,52 ms,385 Mbps,49356 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,,San Jose,隧道,0 ms,209 Mbps,26828 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,30 ms,580 Mbps,74240 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,108 ms,460 Mbps,58982 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,57 ms,65 Mbps,8410 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,51 ms,466 Mbps,59699 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,63 ms,0 Mbps,12 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,420 Mbps,53760 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,48 ms,15 Mbps,2041 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,188 Mbps,24064 kB/s
