中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,30 ms,573 Mbps,73420 kB/s
129.146.169.119,443,2603:c020:6:9488:3ad:8eeb:97ea:8a47,US,Los Angeles,隧道,61 ms,331 Mbps,42393 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,228 Mbps,29184 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,87 ms,233 Mbps,29900 kB/s
35.197.23.75,443,35.197.107.113,US,Seattle,隧道,62 ms,336 Mbps,43110 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,71 ms,271 Mbps,34713 kB/s
35.230.79.26,443,35.197.107.113,US,Seattle,隧道,98 ms,300 Mbps,38502 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,88 ms,28 Mbps,3684 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,78 ms,42 Mbps,5488 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,3 Mbps,426 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,65 ms,39 Mbps,5006 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,312 Mbps,39936 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,17 ms,559 Mbps,71577 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,256 Mbps,32768 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,70 ms,149 Mbps,19148 kB/s
198.12.97.48,443,198.12.97.48,US,Chicago,中转,84 ms,516 Mbps,66150 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,29 ms,96 Mbps,12288 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,36 ms,509 Mbps,65228 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,75 ms,262 Mbps,33587 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,65 ms,312 Mbps,40038 kB/s
