中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,33 ms,726 Mbps,92979 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,1 ms,671 Mbps,85913 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,14 ms,676 Mbps,86630 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,438 Mbps,56115 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,28 ms,789 Mbps,101068 kB/s
129.146.209.97,443,129.146.209.97,US,Dallas,中转,18 ms,412 Mbps,52736 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,22 ms,612 Mbps,78438 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26a:6a,US,Los Angeles,隧道,32 ms,56 Mbps,7229 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,53 ms,1000 Mbps,128000 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,31 ms,416 Mbps,53248 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,10 ms,904 Mbps,115712 kB/s
192.9.146.103,443,192.9.146.103,US,Seattle,中转,16 ms,1496 Mbps,191488 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,9 ms,824 Mbps,105472 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,67 ms,349 Mbps,44748 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,119 ms,218 Mbps,27955 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,160 ms,38 Mbps,4989 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,24 ms,65 Mbps,8346 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,166 ms,118 Mbps,15155 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,90 ms,414 Mbps,53043 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,77 ms,37 Mbps,4767 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,170 ms,100 Mbps,12902 kB/s
158.178.154.78,443,2a0b:21c0:100a:1b2:0:72aa:753d:748,DE,Frankfurt,隧道,159 ms,129 Mbps,16588 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,77 ms,44 Mbps,5651 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,162 ms,23 Mbps,2966 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,170 Mbps,21811 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,163 ms,129 Mbps,16588 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,119 ms,66 Mbps,8488 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,280 Mbps,35840 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,144 ms,138 Mbps,17715 kB/s
130.61.23.77,443,130.61.23.77,119 Mbps,15257 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,178 ms,43 Mbps,5562 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,182 ms,115 Mbps,14745 kB/s
130.162.144.191,443,2a09:bac5:4734:1482::20b:67,KR,Seoul,隧道,157 ms,39 Mbps,5079 kB/s
47.90.141.204,443,91.149.239.70,US,San Jose,隧道,71 ms,4 Mbps,526 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,173 ms,38 Mbps,4926 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,186 ms,2 Mbps,379 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,186 ms,165 Mbps,21196 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,186 ms,160 Mbps,20480 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,48 Mbps,6212 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,167 ms,58 Mbps,7458 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,179 ms,113 Mbps,14540 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,197 ms,1 Mbps,223 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,166 ms,42 Mbps,5419 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,148 ms,42 Mbps,5428 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,1 Mbps,220 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,42 Mbps,5430 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,170 ms,154 Mbps,19763 kB/s
168.138.149.17,443,168.138.149.17,BR,S
