中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,17 ms,992 Mbps,126976 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,284 Mbps,36454 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,49 Mbps,6358 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,18 ms,816 Mbps,104448 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,411 Mbps,52633 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,10 ms,418 Mbps,53555 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,421 Mbps,53964 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,87 ms,349 Mbps,44748 kB/s
35.230.79.26,443,34.168.165.202,US,Seattle,隧道,51 ms,451 Mbps,57753 kB/s
193.122.197.111,443,193.122.197.111,419 Mbps,53657 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,65 ms,406 Mbps,52019 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,393 Mbps,50380 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,54 ms,175 Mbps,22425 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,59 ms,413 Mbps,52940 kB/s
168.138.66.11,443,168.138.66.11,CA,Montréal,中转,42 ms,50 Mbps,6433 kB/s
35.197.23.75,443,34.168.165.202,US,Seattle,隧道,122 ms,400 Mbps,51200 kB/s
34.82.76.253,443,34.127.109.144,US,Seattle,隧道,53 ms,390 Mbps,49971 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,50 ms,412 Mbps,52736 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,75 ms,649 Mbps,83148 kB/s
198.46.188.190,443,2a09:bac1:76a0:118::c7:9,US,Buffalo,隧道,46 ms,86 Mbps,11059 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,170 Mbps,21811 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,27 ms,758 Mbps,97075 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,140 ms,28 Mbps,3646 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,85 ms,395 Mbps,50585 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,173 Mbps,22220 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,108 ms,168 Mbps,21504 kB/s
130.61.83.37,443,130.61.83.37,DE,Frankfurt,中转,108 ms,154 Mbps,19763 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,151 ms,120 Mbps,15462 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,194 Mbps,24883 kB/s
