中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,345 Mbps,44236 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,33 ms,1024 Mbps,131072 kB/s
129.146.7.98,443,2a09:bac1:76c0:e18::c:366,US,Los Angeles,隧道,18 ms,59 Mbps,7654 kB/s
192.3.253.176,443,192.3.253.176,US,Seattle,中转,38 ms,482 Mbps,61747 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,11 ms,37 Mbps,4783 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,24 ms,720 Mbps,92262 kB/s
35.197.23.75,443,35.247.68.177,US,Seattle,隧道,40 ms,568 Mbps,72806 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,18 ms,1032 Mbps,132096 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,49 ms,960 Mbps,122880 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,18 ms,667 Mbps,85401 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,49 ms,888 Mbps,113664 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,32 ms,1064 Mbps,136192 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,22 ms,487 Mbps,62361 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,22 ms,57 Mbps,7386 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,41 ms,521 Mbps,66764 kB/s
35.230.79.26,443,35.247.68.177,US,Seattle,隧道,39 ms,540 Mbps,69222 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,89 ms,396 Mbps,50790 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,73 ms,21 Mbps,2781 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,133 ms,123 Mbps,15769 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,166 Mbps,21299 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,38 ms,496 Mbps,63590 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,153 ms,164 Mbps,21094 kB/s
192.18.150.121,443,192.18.150.121,CA,Toronto,中转,65 ms,353 Mbps,45260 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,147 ms,41 Mbps,5349 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,149 ms,38 Mbps,4928 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,88 ms,364 Mbps,46592 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,49 ms,588 Mbps,75366 kB/s
13.57.182.91,443,2a09:bac5:6447:28::4:256,US,San Jose,隧道,144 ms,287 Mbps,36761 kB/s
144.24.177.187,443,98.98.166.182,AE,Frankfurt,隧道,149 ms,110 Mbps,14131 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,81 ms,46 Mbps,5994 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,137 ms,55 Mbps,7121 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,143 ms,109 Mbps,14028 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,148 ms,303 Mbps,38809 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,140 ms,138 Mbps,17715 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,152 ms,117 Mbps,15052 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,155 ms,129 Mbps,16588 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,141 ms,121 Mbps,15564 kB/s
146.70.175.190,443,146.70.169.117,NL,Amsterdam,隧道,137 ms,105 Mbps,13516 kB/s
146.70.175.169,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,133 ms,126 Mbps,16179 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,156 ms,101 Mbps,13004 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,161 ms,44 Mbps,5723 kB/s
144.24.78.162,443,144.24.78.162,KR,Tokyo,中转,138 ms,74 Mbps,9506 kB/s
146.70.175.174,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,132 ms,125 Mbps,16076 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,153 ms,146 Mbps,18739 kB/s
138.3.222.135,443,138.3.222.135,JP,Singapore,中转,166 ms,43 Mbps,5536 kB/s
146.70.175.176,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,142 ms,113 Mbps,14540 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,179 ms,3 Mbps,404 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,246 ms,53 Mbps,6818 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,292 ms,49 Mbps,6284 kB/s
18.163.233.64,443,18.163.233.64,HK,Hong Kong,中转,228 ms,122 Mbps,15667 kB/s
129.159.241.239,443,2606:f240:f00:5a42:0:273b:767c:d45c,US,Frankfurt,隧道,226 ms,120 Mbps,15360 kB/s
146.70.175.125,443,146.70.169.117,NL,Amsterdam,隧道,137 ms,76 Mbps,9767 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,246 ms,52 Mbps,6756 kB/s
146.70.175.106,443,146.70.169.117,NL,Amsterdam,隧道,133 ms,104 Mbps,13414 kB/s
146.70.175.117,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,296 ms,112 Mbps,14438 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,252 ms,57 Mbps,7340 kB/s
8.217.49.34,443,8.217.49.34,HK,Hong Kong,中转,221 ms,47 Mbps,6125 kB/s
146.70.175.100,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,134 ms,104 Mbps,13312 kB/s
146.70.175.99,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,134 ms,101 Mbps,13004 kB/s
152.70.49.253,443,2a0b:21c0:1007:cb:0:9a25:4ca9:6b2a,DE,Frankfurt,隧道,144 ms,109 Mbps,14028 kB/s
8.222.225.193,443,8.222.225.193,SG,Singapore,中转,245 ms,3 Mbps,459 kB/s
204.110.220.3,443,204.110.220.35,US,,隧道,49 ms,474 Mbps,60723 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,246 ms,49 Mbps,6313 kB/s
98.98.49.226,443,98.98.49.226,HK,Hong Kong,中转,281 ms,0 Mbps,8 kB/s
44.230.218.23,443,54.212.217.183,US,,隧道,38 ms,396 Mbps,50688 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,38 ms,540 Mbps,69120 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,39 ms,546 Mbps,69939 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,172 ms,1 Mbps,141 kB/s
146.56.161.229,443,146.56.161.229,KR,Singapore,中转,133 ms,1 Mbps,159 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,370 ms,57 Mbps,7348 kB/s
54.203.85.46,443,204.110.220.177,US,,隧道,41 ms,522 Mbps,66867 kB/s
18.130.168.34,443,18.130.168.34,GB,,中转,124 ms,164 Mbps,21094 kB/s
3.138.59.154,443,3.13.180.72,US,,隧道,63 ms,377 Mbps,48332 kB/s
18.237.22.14,443,18.237.22.14,US,,中转,81 ms,560 Mbps,71782 kB/s
8.222.137.192,443,8.222.137.192,SG,Singapore,中转,355 ms,57 Mbps,7309 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,246 ms,49 Mbps,6324 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,138 ms,114 Mbps,14643 kB/s
3.68.62.122,443,3.68.128.205,DE,,隧道,138 ms,132 Mbps,16998 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,116 ms,327 Mbps,41881 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,183 ms,74 Mbps,9597 kB/s
3.127.55.133,443,3.68.128.205,DE,,隧道,140 ms,120 Mbps,15360 kB/s
18.156.209.101,443,3.68.128.205,DE,,隧道,152 ms,130 Mbps,16691 kB/s
146.70.175.183,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,128 ms,65 Mbps,8396 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,95 ms,362 Mbps,46387 kB/s
43.205.48.107,443,43.205.48.107,IN,,中转,229 ms,47 Mbps,6137 kB/s
158.180.68.56,443,158.180.68.56,KR,Seoul,中转,136 ms,116 Mbps,14848 kB/s
152.70.117.136,443,152.70.117.136,US,San Jose,中转,66 ms,380 Mbps,48640 kB/s
146.70.175.168,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,181 ms,139 Mbps,17817 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,31 ms,383 Mbps,49049 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,18 ms,1056 Mbps,135168 kB/s
146.70.175.108,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,132 ms,108 Mbps,13926 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,163 ms,27 Mbps,3468 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,28 ms,992 Mbps,126976 kB/s
146.70.175.167,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,134 ms,96 Mbps,12288 kB/s
140.238.33.161,443,2603:c021:8002:900:4858:eede:fd8a:dd52,JP,Tokyo,隧道,222 ms,91 Mbps,11673 kB/s
146.70.175.122,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,187 ms,87 Mbps,11161 kB/s
8.219.198.139,443,8.219.198.139,SG,Singapore,中转,247 ms,60 Mbps,7716 kB/s
47.242.57.106,443,47.242.225.210,HK,,隧道,222 ms,72 Mbps,9291 kB/s
140.238.13.96,443,140.238.13.96,KR,Seoul,中转,130 ms,144 Mbps,18534 kB/s
146.70.169.116,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,134 ms,130 Mbps,16691 kB/s
146.70.175.185,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,135 ms,111 Mbps,14233 kB/s
146.70.175.173,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,132 ms,127 Mbps,16281 kB/s
141.147.164.173,443,2603:c021:8002:ec8e:35fe:c257:10cc:8d07,JP,Tokyo,隧道,165 ms,89 Mbps,11468 kB/s
