中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,21 ms,1456 Mbps,186368 kB/s
129.146.7.98,443,2a09:bac5:60e9:78::c:37e,US,Los Angeles,隧道,17 ms,61 Mbps,7885 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,410 Mbps,52531 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,53 ms,888 Mbps,113664 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,71 ms,64 Mbps,8283 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,Los Angeles,隧道,0 ms,48 Mbps,6223 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,27 ms,703 Mbps,90009 kB/s
192.18.128.200,443,2603:c024:c012:de20:522a:c213:b2be:66e4,US,San Jose,隧道,6 ms,29 Mbps,3774 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,157 ms,98 Mbps,12595 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,39 Mbps,5073 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,63 ms,335 Mbps,42905 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,325 Mbps,41676 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,37 ms,1568 Mbps,200704 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,46 ms,680 Mbps,87142 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,23 ms,880 Mbps,112640 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,428 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,23 ms,888 Mbps,113664 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,85 ms,1520 Mbps,194560 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,156 ms,106 Mbps,13619 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,140 Mbps,18022 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,29 ms,308 Mbps,39424 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,108 Mbps,13926 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,133 ms,124 Mbps,15872 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,46 ms,63 Mbps,8084 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,130 ms,60 Mbps,7794 kB/s
140.238.18.74,443,140.238.18.74,KR,Seoul,中转,130 ms,21 Mbps,2782 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,25 ms,430 Mbps,55091 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,130 ms,120 Mbps,15360 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,638 Mbps,81715 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,53 ms,442 Mbps,56627 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,159 ms,39 Mbps,5054 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,156 ms,108 Mbps,13824 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,89 ms,42 Mbps,5377 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,29 ms,320 Mbps,41062 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,141 ms,17 Mbps,2239 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,225 ms,138 Mbps,17715 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,200 Mbps,25702 kB/s
144.22.252.124,443,144.22.252.124,BR,S
