中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac1:76e0:e18::26b:67,US,Los Angeles,隧道,25 ms,72 Mbps,9265 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,4 ms,602 Mbps,77107 kB/s
35.197.23.75,443,35.212.183.118,US,Seattle,隧道,29 ms,832 Mbps,106496 kB/s
35.230.79.26,443,35.212.183.118,US,Seattle,隧道,34 ms,265 Mbps,33996 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1000 Mbps,128000 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,25 ms,605 Mbps,77516 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,San Jose,隧道,21 ms,71 Mbps,9118 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,6 ms,118 Mbps,15155 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,29 ms,684 Mbps,87552 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,23 ms,896 Mbps,114688 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,67 ms,304 Mbps,38912 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,222 Mbps,28467 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,155 ms,42 Mbps,5394 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,9 ms,880 Mbps,112640 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,17 ms,69 Mbps,8858 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,65 ms,248 Mbps,31744 kB/s
129.146.209.97,443,129.146.209.97,US,Portland,中转,19 ms,453 Mbps,58060 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,290 Mbps,37171 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,151 ms,148 Mbps,18944 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,120 Mbps,15462 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,154 ms,32 Mbps,4188 kB/s
