中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,28 ms,208 Mbps,26624 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,384 Mbps,49254 kB/s
158.101.218.130,443,2a0b:21c0:100a:1b5:0:3b32:14ce:9d1c,DE,Frankfurt,隧道,162 ms,114 Mbps,14643 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,28 ms,612 Mbps,78336 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,42 ms,1656 Mbps,211968 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,54 ms,2 Mbps,258 kB/s
140.238.23.148,443,2a09:bac1:3f00:90::299:53,KR,Seoul,隧道,139 ms,31 Mbps,4027 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,25 ms,601 Mbps,77004 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,3 ms,1624 Mbps,207872 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,56 ms,2032 Mbps,260096 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,23 ms,848 Mbps,108544 kB/s
152.67.249.123,443,152.67.249.123,US,San Jose,中转,100 ms,824 Mbps,105472 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,32 ms,492 Mbps,62976 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,41 ms,1568 Mbps,200704 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,36 ms,672 Mbps,86118 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,364 Mbps,46592 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,175 ms,8 Mbps,1074 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,37 ms,315 Mbps,40345 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,128 ms,44 Mbps,5678 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,87 ms,40 Mbps,5241 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,141 ms,198 Mbps,25395 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,33 ms,50 Mbps,6406 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,156 ms,122 Mbps,15667 kB/s
152.70.53.38,443,2a0b:21c0:1007:1c9:0:6b65:efdc:e2de,DE,Frankfurt,隧道,153 ms,110 Mbps,14131 kB/s
138.3.254.39,443,138.3.254.39,104 Mbps,13414 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,105 ms,187 Mbps,23961 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,128 ms,45 Mbps,5816 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,348 Mbps,44646 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,191 ms,11 Mbps,1526 kB/s
