中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,308 Mbps,39526 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,66 ms,318 Mbps,40755 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,124 ms,47 Mbps,6039 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,144 Mbps,18534 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,58 ms,7 Mbps,951 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,74 ms,467 Mbps,59801 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,573 Mbps,73420 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,137 ms,6 Mbps,817 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,93 ms,200 Mbps,25600 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,113 Mbps,14540 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,341 Mbps,43724 kB/s
192.9.138.241,443,192.9.138.241,308 Mbps,39526 kB/s
192.9.138.241,,,隧道,0 ms,null Mbps,null kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,60 ms,70 Mbps,9010 kB/s
129.146.168.102,443,104.28.205.111,US,Los Angeles,隧道,66 ms,48 Mbps,6181 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,236 Mbps,30310 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,48 ms,96 Mbps,12390 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,67 ms,340 Mbps,43520 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,47 ms,552 Mbps,70758 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,74 ms,37 Mbps,4739 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,100 ms,239 Mbps,30617 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,92 ms,26 Mbps,3342 kB/s
138.3.254.39,443,138.3.254.39,219 Mbps,28057 kB/s
138.3.254.39,,,隧道,0 ms,null Mbps,null kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,118 ms,342 Mbps,43827 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,99 ms,40 Mbps,5172 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,67 ms,127 Mbps,16281 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,53 ms,405 Mbps,51916 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,65 ms,7 Mbps,995 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,65 ms,279 Mbps,35737 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,228 Mbps,29286 kB/s
141.147.84.57,443,98.98.166.170,US,Frankfurt,隧道,100 ms,170 Mbps,21811 kB/s
143.47.225.238,443,2a0b:21c0:1007:1c7:0:5e51:a360:e66,DE,Frankfurt,隧道,108 ms,211 Mbps,27033 kB/s
144.21.33.173,443,2a0b:21c0:1007:1c9:0:c349:7923:a7ec,DE,Frankfurt,隧道,92 ms,187 Mbps,23961 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,109 ms,289 Mbps,37068 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,109 ms,43 Mbps,5585 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,122 ms,316 Mbps,40448 kB/s
129.159.205.103,443,129.159.205.103,DE,Frankfurt,中转,105 ms,43 Mbps,5610 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,67 ms,27 Mbps,3474 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,183 ms,84 Mbps,10752 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,196 ms,71 Mbps,9190 kB/s
144.22.252.124,443,144.22.252.124,BR,S
