中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,683 Mbps,87449 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,2 ms,322 Mbps,41267 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,21 ms,374 Mbps,47923 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,23 ms,612 Mbps,78336 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,32 ms,449 Mbps,57548 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,22 ms,59 Mbps,7602 kB/s
158.101.209.49,443,2a0b:21c0:100a:1b2:0:b91a:75c:6976,DE,Frankfurt,隧道,89 ms,213 Mbps,27340 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,108 ms,38 Mbps,4988 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,289 Mbps,37068 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,111 ms,239 Mbps,30617 kB/s
130.162.217.245,443,98.98.166.182,US,Frankfurt,隧道,118 ms,265 Mbps,33996 kB/s
140.238.82.132,443,2a0b:21c0:100a:1b5:0:88b2:c5ed:e2ff,DE,Frankfurt,隧道,121 ms,238 Mbps,30515 kB/s
141.144.196.172,443,2a0b:21c0:100a:1b0:0:2e15:dae0:4676,DE,Frankfurt,隧道,100 ms,251 Mbps,32153 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,82 ms,264 Mbps,33792 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,85 ms,390 Mbps,49971 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,101 ms,51 Mbps,6540 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,84 ms,384 Mbps,49152 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,68 ms,376 Mbps,48128 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,83 ms,44 Mbps,5757 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,23 ms,75 Mbps,9614 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,86 ms,216 Mbps,27648 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,58 ms,90 Mbps,11571 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,46 Mbps,5944 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,80 ms,5 Mbps,720 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,103 ms,273 Mbps,35020 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,70 ms,386 Mbps,49459 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,98 ms,43 Mbps,5549 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,133 ms,216 Mbps,27648 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,93 ms,120 Mbps,15360 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,114 ms,45 Mbps,5778 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,86 ms,295 Mbps,37785 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,256 Mbps,32870 kB/s
158.178.147.110,443,2606:f240:f00:a683:0:1890:83b2:7b5b,US,Frankfurt,隧道,123 ms,236 Mbps,30208 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,111 ms,45 Mbps,5861 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,94 ms,112 Mbps,14336 kB/s
130.61.23.77,443,130.61.23.77,81 Mbps,10444 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,125 ms,140 Mbps,18022 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,103 ms,53 Mbps,6850 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,86 ms,38 Mbps,4933 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,109 ms,246 Mbps,31539 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,98 ms,38 Mbps,4879 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,194 ms,92 Mbps,11776 kB/s
