中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:12,US,Buffalo,隧道,27 ms,90 Mbps,11571 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,241 Mbps,30924 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,300 Mbps,38400 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,452 Mbps,57856 kB/s
158.178.147.110,443,2606:f240:f00:b2ed:0:b495:d332:7898,US,Frankfurt,隧道,90 ms,194 Mbps,24883 kB/s
35.230.79.26,443,34.82.144.89,US,Seattle,隧道,67 ms,318 Mbps,40755 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,10 ms,38 Mbps,4901 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,70 ms,230 Mbps,29491 kB/s
35.197.23.75,443,34.82.144.89,US,Seattle,隧道,63 ms,326 Mbps,41779 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,41 ms,596 Mbps,76390 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,70 ms,280 Mbps,35942 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,228 Mbps,29184 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,50 ms,387 Mbps,49561 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,269 Mbps,34508 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,61 ms,330 Mbps,42291 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,79 ms,285 Mbps,36556 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,45 Mbps,5798 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26b:9c,US,Los Angeles,隧道,69 ms,67 Mbps,8591 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,67 ms,322 Mbps,41267 kB/s
138.3.254.39,443,138.3.254.39,,Frankfurt,中转,0 ms,238 Mbps,30515 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,90 ms,47 Mbps,6140 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,243 Mbps,31129 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,250 Mbps,32051 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,88 ms,100 Mbps,12902 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,89 ms,560 Mbps,71782 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,48 ms,58 Mbps,7514 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,241 Mbps,30924 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,114 ms,43 Mbps,5609 kB/s
150.230.122.28,443,2606:f240:f00:2be4:0:a20d:1f02:b053,US,Frankfurt,隧道,89 ms,215 Mbps,27545 kB/s
35.198.83.144,443,2a0b:21c0:100a:1b4:0:409f:95d5:82fe,DE,Frankfurt,隧道,88 ms,116 Mbps,14950 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,87 ms,136 Mbps,17408 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,82 ms,250 Mbps,32051 kB/s
34.82.76.253,443,34.168.34.122,US,Seattle,隧道,95 ms,336 Mbps,43110 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,112 Mbps,14438 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,216 ms,32 Mbps,4185 kB/s
8.219.111.175,443,8.219.111.175,,Singapore,中转,0 ms,56 Mbps,7222 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,201 ms,96 Mbps,12288 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,79 ms,243 Mbps,31129 kB/s
141.147.73.3,443,2a0b:21c0:1007:1c7:0:88db:d2b9:1030,DE,Frankfurt,隧道,89 ms,119 Mbps,15257 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,226 ms,57 Mbps,7320 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,230 ms,54 Mbps,6974 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,226 ms,55 Mbps,7158 kB/s
141.148.231.156,443,2a0b:21c0:100a:1f9:0:828f:675f:80c5,DE,Frankfurt,隧道,91 ms,91 Mbps,11673 kB/s
138.2.157.236,443,2603:c020:8000:3988:fde5:6ac8:8a74:5529,DE,Frankfurt,隧道,87 ms,246 Mbps,31539 kB/s
129.154.50.220,443,129.154.50.220,KR,Hong Kong,中转,190 ms,84 Mbps,10752 kB/s
8.220.223.223,443,8.220.223.223,KR,Seoul,中转,186 ms,22 Mbps,2936 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,229 ms,63 Mbps,8125 kB/s
8.219.66.156,443,8.219.66.156,SG,Singapore,中转,220 ms,57 Mbps,7322 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,227 ms,2 Mbps,306 kB/s
150.230.102.15,443,128.14.110.204,US,Singapore,隧道,235 ms,62 Mbps,7965 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,1085 ms,112 Mbps,14438 kB/s
140.83.86.166,443,140.83.86.166,JP,Osaka,中转,213 ms,0 Mbps,42 kB/s
34.150.180.124,443,34.150.180.124,US,,中转,36 ms,604 Mbps,77414 kB/s
8.219.124.227,443,8.219.124.227,SG,Singapore,中转,225 ms,65 Mbps,8430 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,264 ms,0 Mbps,22 kB/s
8.219.67.133,443,8.219.67.133,SG,Singapore,中转,231 ms,56 Mbps,7232 kB/s
8.219.42.72,443,8.219.42.72,SG,Singapore,中转,226 ms,58 Mbps,7501 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,217 ms,14 Mbps,1895 kB/s
8.219.126.240,443,8.219.126.240,SG,Singapore,中转,227 ms,58 Mbps,7526 kB/s
47.245.86.230,443,47.245.86.230,SG,Singapore,中转,230 ms,54 Mbps,6984 kB/s
47.243.118.63,443,47.243.118.63,HK,Hong Kong,中转,219 ms,25 Mbps,3279 kB/s
