中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,533 Mbps,68300 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,283 Mbps,36249 kB/s
152.70.183.28,443,98.98.156.6,DE,Frankfurt,隧道,89 ms,131 Mbps,16793 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,121 ms,328 Mbps,42086 kB/s
192.9.138.241,443,192.9.138.241,282 Mbps,36147 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,63 ms,264 Mbps,33894 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,289 Mbps,37068 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,322 Mbps,41267 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,20 ms,448 Mbps,57344 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,216 Mbps,27750 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,263 Mbps,33689 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,86 ms,46 Mbps,5940 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,41 ms,65 Mbps,8438 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,83 ms,264 Mbps,33894 kB/s
158.101.208.175,443,2a0b:21c0:1007:cb:0:ba37:2aa6:8ae0,DE,Frankfurt,隧道,90 ms,233 Mbps,29900 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,156 ms,51 Mbps,6654 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,72 ms,46 Mbps,5935 kB/s
193.123.34.7,443,2a0b:21c0:1007:ca:0:e193:d57:9377,DE,Frankfurt,隧道,87 ms,243 Mbps,31129 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,68 ms,327 Mbps,41881 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,68 ms,286 Mbps,36659 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,80 ms,47 Mbps,6072 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,228 ms,259 Mbps,33177 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,208 Mbps,26624 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,48 ms,193 Mbps,24780 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,62 ms,44 Mbps,5684 kB/s
158.101.214.203,443,2606:f240:f00:2be4:0:c62f:3c68:8526,US,Paris,隧道,88 ms,218 Mbps,27955 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,53 ms,992 Mbps,126976 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,76 ms,120 Mbps,15360 kB/s
141.147.79.171,443,2a0b:21c0:100a:1b5:0:7dd:6755:8d33,DE,Frankfurt,隧道,95 ms,120 Mbps,15462 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,110 Mbps,14131 kB/s
130.61.23.77,443,130.61.23.77,171 Mbps,21913 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,75 ms,295 Mbps,37785 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,68 ms,344 Mbps,44134 kB/s
141.147.97.182,443,98.98.156.6,DE,Frankfurt,隧道,95 ms,112 Mbps,14438 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,89 ms,38 Mbps,4878 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,97 ms,46 Mbps,5942 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,157 ms,41 Mbps,5362 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,141 ms,47 Mbps,6100 kB/s
152.70.29.124,443,2606:f240:f00:dd8d:0:2ea4:fe8d:5481,US,Frankfurt,隧道,97 ms,212 Mbps,27238 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,180 ms,331 Mbps,42393 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,82 ms,21 Mbps,2742 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,70 ms,311 Mbps,39833 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,91 ms,44 Mbps,5711 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,80 ms,51 Mbps,6602 kB/s
141.148.229.44,443,2a0b:21c0:1007:1c9:0:6aec:e1dd:86e2,DE,Frankfurt,隧道,88 ms,163 Mbps,20889 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,20 ms,43 Mbps,5572 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,92 ms,49 Mbps,6368 kB/s
138.2.161.97,443,2a0b:21c0:100a:1b6:0:f538:b8ef:8e6b,DE,Frankfurt,隧道,92 ms,232 Mbps,29798 kB/s
43.131.49.250,443,43.131.49.250,DE,Milan,中转,89 ms,216 Mbps,27750 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,236 Mbps,30310 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,82 ms,48 Mbps,6157 kB/s
168.138.209.31,443,2a09:bac1:3b20:138::16:120,JP,Tokyo,隧道,213 ms,36 Mbps,4669 kB/s
146.56.179.91,443,146.56.179.91,KR,Seoul,中转,187 ms,77 Mbps,9906 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,90 Mbps,11571 kB/s
140.238.212.95,443,140.238.212.95,CH,Frankfurt,中转,139 ms,26 Mbps,3364 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,114 ms,148 Mbps,19046 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,195 ms,66 Mbps,8484 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,184 ms,37 Mbps,4738 kB/s
131.186.57.111,443,131.186.57.111,JP,Tokyo,中转,203 ms,67 Mbps,8592 kB/s
158.101.159.94,443,158.101.159.94,JP,Tokyo,中转,211 ms,32 Mbps,4178 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,210 ms,37 Mbps,4791 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,181 ms,78 Mbps,9996 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,191 ms,78 Mbps,10035 kB/s
150.230.238.226,443,150.230.238.226,IN,Mumbai,中转,183 ms,85 Mbps,10956 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,209 ms,68 Mbps,8776 kB/s
130.162.143.219,443,130.162.143.219,KR,Seoul,中转,187 ms,27 Mbps,3531 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,210 ms,35 Mbps,4584 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,187 ms,73 Mbps,9432 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,202 ms,29 Mbps,3816 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,184 ms,77 Mbps,9865 kB/s
193.123.235.59,443,193.123.235.59,KR,Seoul,中转,187 ms,78 Mbps,10035 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,214 ms,59 Mbps,7585 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,205 ms,100 Mbps,12902 kB/s
