中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,259 Mbps,33177 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,562 Mbps,71987 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,369 Mbps,47308 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,352 Mbps,45056 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,47 ms,575 Mbps,73625 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,15 Mbps,1987 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,69 ms,272 Mbps,34918 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,259 Mbps,33177 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,95 ms,112 Mbps,14438 kB/s
130.162.49.248,443,2a0b:21c0:1007:ca:0:c22:2221:4840,DE,Paris,隧道,102 ms,180 Mbps,23040 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,69 ms,291 Mbps,37273 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,30 ms,62 Mbps,8022 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,108 ms,269 Mbps,34508 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,79 ms,31 Mbps,4063 kB/s
140.238.212.95,443,140.238.212.95,CH,Frankfurt,中转,100 ms,40 Mbps,5188 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,122 ms,237 Mbps,30412 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,70 ms,284 Mbps,36454 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,207 Mbps,26521 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,101 ms,57 Mbps,7356 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,29 ms,379 Mbps,48537 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,117 ms,157 Mbps,20172 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,69 ms,335 Mbps,42905 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,48 Mbps,6247 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,6 ms,720 Mbps,92262 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,205 Mbps,26316 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,98 ms,113 Mbps,14540 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,93 ms,87 Mbps,11161 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,71 ms,324 Mbps,41472 kB/s
129.153.203.62,443,129.153.203.62,US,Los Angeles,中转,65 ms,346 Mbps,44339 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,155 ms,121 Mbps,15564 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,82 ms,325 Mbps,41676 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,62 ms,51 Mbps,6625 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,230 Mbps,29491 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,95 ms,196 Mbps,25088 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,64 ms,118 Mbps,15155 kB/s
192.9.152.46,443,192.9.152.46,US,San Jose,中转,85 ms,46 Mbps,5910 kB/s
132.226.31.178,443,2a09:bac1:76c0:e18::c:374,US,Los Angeles,隧道,70 ms,38 Mbps,4972 kB/s
144.21.53.157,443,2a09:bac5:3803:ebe::178:119,GB,London,隧道,84 ms,4 Mbps,575 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,216 ms,32 Mbps,4166 kB/s
47.253.104.12,443,47.251.149.49,US,San Jose,隧道,70 ms,2 Mbps,358 kB/s
47.88.93.96,443,47.251.149.48,US,San Jose,隧道,100 ms,2 Mbps,350 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,82 Mbps,10547 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,72 ms,38 Mbps,4957 kB/s
192.9.158.188,443,2a09:bac5:6440:1246::1d2:4b,US,San Jose,隧道,69 ms,162 Mbps,20787 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,117 ms,42 Mbps,5401 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,98 ms,45 Mbps,5830 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,189 ms,70 Mbps,8968 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,85 ms,34 Mbps,4439 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,215 ms,37 Mbps,4813 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,28 Mbps,3673 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,210 ms,67 Mbps,8637 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,221 ms,2 Mbps,346 kB/s
144.21.39.32,443,2a0b:21c0:100a:1b0:0:37a7:787d:44da,DE,Frankfurt,隧道,92 ms,120 Mbps,15462 kB/s
150.230.238.226,443,150.230.238.226,IN,Mumbai,中转,188 ms,81 Mbps,10444 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,70 ms,204 Mbps,26214 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,181 ms,33 Mbps,4304 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,83 ms,52 Mbps,6741 kB/s
192.9.242.40,443,192.9.242.40,US,San Jose,中转,73 ms,49 Mbps,6315 kB/s
