中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.46.188.190,443,2a09:bac5:a5ff:7cd::c7:e,US,Buffalo,隧道,23 ms,90 Mbps,11571 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,208 Mbps,26624 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,68 ms,224 Mbps,28774 kB/s
35.230.79.26,443,35.197.107.113,US,Seattle,隧道,70 ms,296 Mbps,37990 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,316 Mbps,40448 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,60 ms,45 Mbps,5867 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,408 Mbps,52326 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,196 Mbps,25088 kB/s
35.197.23.75,443,35.197.107.113,US,Seattle,隧道,69 ms,303 Mbps,38809 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,84 ms,227 Mbps,29081 kB/s
129.146.7.98,443,2a09:bac5:60ed:183c::26a:5f,US,Los Angeles,隧道,60 ms,72 Mbps,9234 kB/s
192.18.150.121,443,2a09:bac1:1480:248::312:77,CA,Toronto,隧道,73 ms,460 Mbps,58982 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,69 ms,754 Mbps,96563 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,67 ms,363 Mbps,46489 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,91 ms,188 Mbps,24064 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,60 ms,40 Mbps,5239 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,137 ms,383 Mbps,49049 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,90 ms,217 Mbps,27852 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,39 ms,529 Mbps,67788 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,78 ms,304 Mbps,38912 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,98 ms,39 Mbps,5099 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,125 ms,24 Mbps,3120 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,130 ms,297 Mbps,38092 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,32 ms,418 Mbps,53555 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,342 Mbps,43827 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,187 ms,190 Mbps,24371 kB/s
34.82.76.253,443,34.145.63.188,US,Seattle,隧道,123 ms,259 Mbps,33177 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,240 Mbps,30720 kB/s
192.3.253.176,443,192.3.253.176,US,Seattle,中转,81 ms,210 Mbps,26931 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,46 Mbps,5930 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,90 ms,45 Mbps,5779 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,117 ms,234 Mbps,30003 kB/s
