中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,300 Mbps,38400 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,1184 Mbps,151552 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,22 ms,28 Mbps,3694 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,60 ms,409 Mbps,52428 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,61 ms,385 Mbps,49356 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:60,US,Los Angeles,隧道,60 ms,82 Mbps,10547 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,26 ms,667 Mbps,85401 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,101 ms,808 Mbps,103424 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,25 ms,505 Mbps,64716 kB/s
129.159.47.255,443,129.159.47.255,US,San Jose,中转,52 ms,49 Mbps,6293 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,53 ms,385 Mbps,49356 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,308 Mbps,39526 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,69 ms,432 Mbps,55398 kB/s
35.197.23.75,443,34.83.26.184,US,Seattle,隧道,61 ms,306 Mbps,39219 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,72 ms,454 Mbps,58163 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,61 ms,60 Mbps,7754 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,77 ms,48 Mbps,6147 kB/s
47.254.133.67,443,2a0b:21c0:1007:c7:0:66eb:42f8:88c8,DE,Frankfurt,隧道,110 ms,192 Mbps,24576 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,71 ms,408 Mbps,52326 kB/s
34.82.76.253,443,34.168.30.215,US,Seattle,隧道,54 ms,403 Mbps,51609 kB/s
