中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,262 Mbps,33587 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,90 ms,221 Mbps,28364 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,13 ms,794 Mbps,101683 kB/s
129.146.7.98,443,2a09:bac5:60ea:183c::26a:5f,US,Los Angeles,隧道,51 ms,92 Mbps,11878 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,186 Mbps,23859 kB/s
35.197.23.75,443,35.197.107.113,US,Seattle,隧道,50 ms,465 Mbps,59596 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,52 ms,406 Mbps,52019 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,52 ms,434 Mbps,55603 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,113 ms,124 Mbps,15974 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,54 ms,46 Mbps,5905 kB/s
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:19,US,Buffalo,隧道,23 ms,106 Mbps,13619 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,34 ms,576 Mbps,73830 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,128 ms,412 Mbps,52838 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,31 ms,404 Mbps,51712 kB/s
35.230.79.26,443,35.197.107.113,US,Seattle,隧道,52 ms,431 Mbps,55193 kB/s
34.82.76.253,443,34.145.63.188,US,Seattle,隧道,55 ms,428 Mbps,54886 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,103 ms,177 Mbps,22732 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,318 Mbps,40755 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,19 ms,39 Mbps,5071 kB/s
192.3.253.176,443,192.3.253.176,US,Seattle,中转,59 ms,314 Mbps,40243 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,104 ms,177 Mbps,22732 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,42 ms,384 Mbps,49152 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,95 ms,34 Mbps,4468 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,392 Mbps,50176 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,92 ms,41 Mbps,5308 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,233 ms,654 Mbps,83763 kB/s
13.57.182.91,443,2a09:bac1:76a0:1cf0::4:265,US,San Jose,隧道,163 ms,292 Mbps,37478 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,129 ms,50 Mbps,6409 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,53 ms,46 Mbps,5911 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,101 ms,189 Mbps,24268 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,98 ms,45 Mbps,5791 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,365 Mbps,46796 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,293 Mbps,37580 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,174 Mbps,22323 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,104 ms,42 Mbps,5379 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,197 ms,35 Mbps,4537 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,148 ms,141 Mbps,18124 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,104 ms,212 Mbps,27136 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,250 ms,65 Mbps,8331 kB/s
8.219.140.63,443,8.219.140.63,SG,Singapore,中转,254 ms,59 Mbps,7653 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,191 ms,104 Mbps,13312 kB/s
34.118.80.175,443,2a0b:21c0:100a:1b2:0:8ebb:8b3:7bf3,DE,Frankfurt,隧道,116 ms,107 Mbps,13721 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,211 ms,37 Mbps,4854 kB/s
8.219.170.223,443,8.219.170.223,SG,Singapore,中转,248 ms,56 Mbps,7259 kB/s
8.219.103.126,443,8.219.103.126,SG,Singapore,中转,249 ms,56 Mbps,7223 kB/s
47.236.87.206,443,47.236.87.206,SG,Singapore,中转,253 ms,56 Mbps,7213 kB/s
8.219.137.50,443,8.219.137.50,SG,Singapore,中转,250 ms,69 Mbps,8890 kB/s
124.156.202.172,443,124.156.202.172,SG,,中转,209 ms,80 Mbps,10240 kB/s
18.163.233.64,443,18.163.233.64,HK,Hong Kong,中转,192 ms,92 Mbps,11776 kB/s
8.222.128.131,443,8.222.128.131,SG,Singapore,中转,248 ms,56 Mbps,7213 kB/s
47.245.115.6,443,47.245.115.6,SG,Singapore,中转,250 ms,56 Mbps,7248 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,249 ms,51 Mbps,6581 kB/s
8.222.225.193,443,8.222.225.193,SG,Singapore,中转,248 ms,4 Mbps,629 kB/s
8.222.254.91,443,8.222.254.91,SG,Singapore,中转,249 ms,52 Mbps,6714 kB/s
47.236.116.182,443,47.236.116.182,SG,Singapore,中转,249 ms,51 Mbps,6648 kB/s
8.219.179.34,443,8.219.179.34,SG,Singapore,中转,251 ms,63 Mbps,8135 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,31 ms,258 Mbps,33075 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,229 ms,2 Mbps,335 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,249 ms,56 Mbps,7188 kB/s
8.219.228.186,443,8.219.228.186,SG,Singapore,中转,300 ms,56 Mbps,7246 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,277 ms,52 Mbps,6738 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,249 ms,52 Mbps,6711 kB/s
8.222.205.210,443,8.222.205.210,SG,Singapore,中转,249 ms,49 Mbps,6371 kB/s
8.219.170.180,443,8.219.170.180,SG,Singapore,中转,249 ms,49 Mbps,6344 kB/s
47.236.12.195,443,47.236.12.195,SG,Singapore,中转,250 ms,44 Mbps,5660 kB/s
8.219.156.148,443,8.219.156.148,SG,Singapore,中转,249 ms,49 Mbps,6289 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,61 ms,331 Mbps,42393 kB/s
3.67.232.136,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,103 ms,214 Mbps,27443 kB/s
8.219.201.174,443,8.219.201.174,SG,Singapore,中转,391 ms,64 Mbps,8316 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,220 ms,0 Mbps,38 kB/s
34.150.180.124,443,34.150.180.124,US,,中转,18 ms,684 Mbps,87654 kB/s
8.219.66.156,443,8.219.66.156,SG,Tokyo,中转,253 ms,48 Mbps,6223 kB/s
8.219.3.53,443,8.219.3.53,SG,Singapore,中转,248 ms,51 Mbps,6633 kB/s
204.110.220.3,443,204.110.220.107,US,,隧道,65 ms,297 Mbps,38092 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,61 ms,341 Mbps,43724 kB/s
35.199.37.84,443,35.199.37.84,US,,中转,33 ms,764 Mbps,97792 kB/s
18.163.249.175,443,18.163.249.175,HK,,中转,195 ms,56 Mbps,7278 kB/s
34.70.91.86,443,34.70.91.86,US,,中转,16 ms,691 Mbps,88473 kB/s
34.69.150.180,443,34.69.150.180,US,,中转,41 ms,736 Mbps,94208 kB/s
13.57.249.176,443,13.57.249.176,US,,中转,67 ms,331 Mbps,42393 kB/s
129.151.152.254,443,129.151.152.254,AE,Amsterdam,中转,210 ms,23 Mbps,2990 kB/s
141.145.199.188,443,2603:c027:c002:9a00:b670:5cb3:e47d:8c20,FR,,隧道,97 ms,167 Mbps,21401 kB/s
18.237.22.14,443,18.237.22.14,US,,中转,60 ms,363 Mbps,46489 kB/s
3.135.201.228,443,3.135.201.228,US,,中转,61 ms,578 Mbps,74035 kB/s
18.217.204.236,443,18.217.204.236,US,,中转,212 ms,627 Mbps,80281 kB/s
18.159.105.97,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,103 ms,199 Mbps,25497 kB/s
34.148.187.247,443,34.148.187.247,US,,中转,29 ms,600 Mbps,76902 kB/s
35.183.163.195,443,99.79.62.119,CA,,隧道,30 ms,808 Mbps,103424 kB/s
141.147.36.196,443,2a0b:21c0:1007:c8:0:cbe4:1d0:5193,DE,Frankfurt,隧道,102 ms,190 Mbps,24371 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,20 ms,71 Mbps,9124 kB/s
129.153.213.8,443,129.153.213.8,US,Los Angeles,中转,52 ms,43 Mbps,5540 kB/s
3.68.62.122,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,117 ms,193 Mbps,24780 kB/s
54.203.85.46,443,204.110.220.63,US,,隧道,63 ms,297 Mbps,38092 kB/s
146.70.175.121,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,98 ms,188 Mbps,24064 kB/s
146.70.175.103,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,102 ms,190 Mbps,24371 kB/s
146.70.175.111,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,98 ms,185 Mbps,23756 kB/s
8.219.228.157,443,8.219.228.157,SG,Singapore,中转,249 ms,52 Mbps,6690 kB/s
8.219.60.54,443,8.219.60.54,SG,Singapore,中转,248 ms,51 Mbps,6559 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,93 ms,200 Mbps,25600 kB/s
8.218.126.53,443,8.218.126.53,HK,Hong Kong,中转,227 ms,17 Mbps,2176 kB/s
8.222.223.34,443,8.222.223.34,SG,Singapore,中转,250 ms,56 Mbps,7176 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,100 ms,260 Mbps,33382 kB/s
146.70.175.170,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,96 ms,176 Mbps,22630 kB/s
8.219.4.122,443,8.219.4.122,SG,Singapore,中转,252 ms,46 Mbps,5976 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,171 ms,47 Mbps,6103 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,173 ms,94 Mbps,12083 kB/s
152.67.9.19,443,2603:c021:4000:8d00:9af0:7aa6:dbc4:575c,IN,Mumbai,隧道,220 ms,63 Mbps,8140 kB/s
146.70.175.179,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,97 ms,209 Mbps,26828 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,253 ms,56 Mbps,7209 kB/s
8.222.213.221,443,8.222.213.221,SG,Singapore,中转,312 ms,49 Mbps,6336 kB/s
8.219.122.96,443,8.219.122.96,SG,Singapore,中转,249 ms,55 Mbps,7141 kB/s
146.70.175.98,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,98 ms,197 Mbps,25292 kB/s
146.70.175.168,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,97 ms,199 Mbps,25497 kB/s
8.218.158.94,443,8.218.158.94,HK,Hong Kong,中转,229 ms,74 Mbps,9495 kB/s
146.56.162.25,443,146.56.162.25,KR,Hong Kong,中转,174 ms,80 Mbps,10240 kB/s
146.70.175.171,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,170 ms,193 Mbps,24780 kB/s
129.151.205.193,443,129.151.205.193,SE,Stockholm,中转,108 ms,187 Mbps,23961 kB/s
47.254.66.75,443,47.254.66.75,US,San Jose,中转,88 ms,227 Mbps,29081 kB/s
146.70.175.165,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,106 ms,186 Mbps,23859 kB/s
8.222.208.83,443,8.222.208.83,SG,Singapore,中转,378 ms,59 Mbps,7635 kB/s
146.70.175.167,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,98 ms,190 Mbps,24371 kB/s
138.2.226.15,443,192.9.138.11,US,,隧道,57 ms,41 Mbps,5280 kB/s
8.210.21.65,443,8.210.21.65,HK,Hong Kong,中转,224 ms,46 Mbps,5932 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,60 ms,183 Mbps,23449 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,203 ms,33 Mbps,4343 kB/s
8.219.72.51,443,8.219.72.51,SG,Singapore,中转,249 ms,44 Mbps,5714 kB/s
47.251.74.226,443,91.149.239.62,US,Los Angeles,隧道,55 ms,110 Mbps,14131 kB/s
146.70.175.117,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,154 ms,169 Mbps,21708 kB/s
8.222.208.38,443,8.222.208.38,SG,Singapore,中转,253 ms,55 Mbps,7078 kB/s
138.2.18.184,443,138.2.18.184,JP,Tokyo,中转,269 ms,41 Mbps,5356 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,251 ms,69 Mbps,8901 kB/s
