中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,22 ms,984 Mbps,125952 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,23 ms,808 Mbps,103424 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,49 ms,505 Mbps,64716 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,20 ms,1 Mbps,217 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,374 Mbps,47923 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,36 ms,306 Mbps,39219 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,314 Mbps,40243 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,54 ms,478 Mbps,61235 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,1 Mbps,155 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,31 ms,341 Mbps,43724 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,360 Mbps,46080 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,65 Mbps,8389 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,48 ms,561 Mbps,71884 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,436 Mbps,55808 kB/s
141.147.67.4,443,2a0b:21c0:1007:c9:0:fa32:bd8d:e16c,DE,Frankfurt,隧道,121 ms,207 Mbps,26521 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,113 ms,214 Mbps,27443 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,204 Mbps,26112 kB/s
141.144.203.177,443,2a0b:21c0:1007:1ca:0:5cbe:f488:ae28,DE,Frankfurt,隧道,118 ms,183 Mbps,23449 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,86 ms,526 Mbps,67379 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,49 ms,484 Mbps,61952 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,94 ms,40 Mbps,5196 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,139 ms,174 Mbps,22323 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,45 ms,48 Mbps,6190 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,74 ms,53 Mbps,6879 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,110 ms,211 Mbps,27033 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,134 ms,167 Mbps,21401 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,112 ms,49 Mbps,6370 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,70 ms,49 Mbps,6395 kB/s
158.101.210.248,443,2606:f240:f00:dd8d:0:9e2d:5e0d:8589,US,Frankfurt,隧道,163 ms,120 Mbps,15360 kB/s
158.101.219.252,443,2a0b:21c0:100a:1b0:0:7871:745:f91,DE,Frankfurt,隧道,131 ms,103 Mbps,13209 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,102 ms,298 Mbps,38195 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,68 ms,476 Mbps,60928 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,128 ms,44 Mbps,5693 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,122 ms,176 Mbps,22630 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,154 ms,140 Mbps,17920 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,109 ms,45 Mbps,5769 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,67 ms,408 Mbps,52224 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,18 ms,32 Mbps,4100 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,122 ms,39 Mbps,5093 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,33 ms,35 Mbps,4576 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,107 ms,53 Mbps,6835 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,112 ms,167 Mbps,21401 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,190 ms,29 Mbps,3728 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,170 ms,39 Mbps,5095 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,203 ms,108 Mbps,13926 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,253 Mbps,32460 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,217 ms,2 Mbps,313 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,282 ms,11 Mbps,1476 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,193 ms,33 Mbps,4232 kB/s
144.22.252.124,443,144.22.252.124,BR,S
