中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,1024 Mbps,131072 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,97 ms,46 Mbps,6007 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,56 ms,311 Mbps,39833 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,49 ms,430 Mbps,55091 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,31 Mbps,4020 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,29 ms,474 Mbps,60723 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,157 ms,429 Mbps,54988 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,50 ms,470 Mbps,60211 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,49 ms,449 Mbps,57548 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,109 ms,44 Mbps,5723 kB/s
138.3.254.39,443,138.3.254.39,,,中转,0 ms,164 Mbps,21094 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,79 ms,832 Mbps,106496 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,144 ms,7 Mbps,902 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,44 ms,44 Mbps,5714 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,51 ms,357 Mbps,45772 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,61 ms,431 Mbps,55193 kB/s
129.154.50.220,443,129.154.50.220,,colo.txt:Seoul,中转,0 ms,90 Mbps,11571 kB/s
192.9.158.188,443,2a09:bac5:6442:1232::1d0:ec,US,San Jose,隧道,53 ms,205 Mbps,26316 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,92 Mbps,11878 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,59 ms,260 Mbps,33280 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,408 Mbps,52326 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,44 ms,432 Mbps,55398 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,390 Mbps,49971 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,180 Mbps,23142 kB/s
130.61.23.77,443,130.61.23.77,135 Mbps,17305 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,44 ms,53 Mbps,6793 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,114 ms,21 Mbps,2748 kB/s
141.147.4.99,443,2a0b:21c0:100a:1fa:0:9d58:7966:ca66,DE,Frankfurt,隧道,109 ms,108 Mbps,13926 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,70 ms,5 Mbps,753 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,53 ms,46 Mbps,5961 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,101 ms,188 Mbps,24166 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,193 Mbps,24780 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,45 Mbps,5797 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,50 ms,0 Mbps,81 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,400 Mbps,51302 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,50 ms,337 Mbps,43212 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,31 ms,114 Mbps,14643 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,136 ms,489 Mbps,62668 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,48 ms,71 Mbps,9204 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,234 ms,431 Mbps,55193 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,75 ms,7 Mbps,1002 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,169 Mbps,21708 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,182 ms,88 Mbps,11264 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,137 ms,116 Mbps,14848 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,109 ms,8 Mbps,1050 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,46 ms,55 Mbps,7112 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,111 Mbps,14233 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,160 Mbps,20480 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,164 ms,106 Mbps,13619 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,49 ms,458 Mbps,58675 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,192 ms,47 Mbps,6034 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,282 ms,9 Mbps,1272 kB/s
152.67.222.167,443,152.67.222.167,KR,Seoul,中转,167 ms,42 Mbps,5446 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,202 ms,42 Mbps,5430 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,109 ms,47 Mbps,6132 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,214 ms,70 Mbps,9014 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,164 ms,104 Mbps,13312 kB/s
143.47.229.44,443,2a0b:21c0:1007:cb:0:acfd:e6b8:eaf6,DE,Frankfurt,隧道,110 ms,148 Mbps,19046 kB/s
152.70.40.141,443,2a0b:21c0:100a:1b1:0:1ca:899d:ea8d,DE,Frankfurt,隧道,109 ms,92 Mbps,11878 kB/s
8.219.153.233,443,8.222.222.65,SG,Singapore,隧道,249 ms,56 Mbps,7211 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,164 ms,45 Mbps,5826 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,209 ms,2 Mbps,370 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,104 ms,24 Mbps,3196 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,191 ms,37 Mbps,4793 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,212 ms,35 Mbps,4536 kB/s
8.212.44.95,443,47.76.21.93,HK,Hong Kong,隧道,219 ms,73 Mbps,9419 kB/s
8.219.115.82,443,47.236.1.53,SG,Singapore,隧道,248 ms,53 Mbps,6804 kB/s
8.219.57.208,443,47.236.58.234,SG,Singapore,隧道,248 ms,48 Mbps,6174 kB/s
152.67.102.137,443,152.67.102.137,AU,Sydney,中转,187 ms,35 Mbps,4571 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,210 ms,38 Mbps,4983 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,215 ms,70 Mbps,9082 kB/s
47.245.116.248,443,8.222.220.238,SG,Singapore,隧道,254 ms,26 Mbps,3346 kB/s
130.162.144.191,443,2a09:bac5:4755:1a14::299:55,KR,Seoul,隧道,188 ms,33 Mbps,4351 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,166 ms,80 Mbps,10342 kB/s
8.222.251.173,443,8.222.220.238,SG,Singapore,隧道,251 ms,42 Mbps,5487 kB/s
158.101.216.105,443,2606:f240:f00:2be4:0:fc05:c889:be99,US,Frankfurt,隧道,108 ms,173 Mbps,22220 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,197 ms,31 Mbps,3989 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,192 ms,54 Mbps,7024 kB/s
8.222.171.204,443,8.222.220.238,SG,Singapore,隧道,248 ms,42 Mbps,5431 kB/s
