中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,298 Mbps,38195 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,393 Mbps,50380 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,50 ms,394 Mbps,50483 kB/s
192.18.150.121,443,2a09:bac5:184b:1ec8::311:71,CA,Toronto,隧道,20 ms,436 Mbps,55910 kB/s
35.230.79.26,443,34.19.50.134,US,Seattle,隧道,51 ms,415 Mbps,53145 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,52 ms,393 Mbps,50380 kB/s
35.197.23.75,443,34.19.50.134,US,Seattle,隧道,50 ms,421 Mbps,53964 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,57 ms,424 Mbps,54272 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,9 ms,700 Mbps,89702 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,57 Mbps,7357 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,22 ms,656 Mbps,83968 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,54 ms,29 Mbps,3744 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,21 ms,314 Mbps,40243 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,183 Mbps,23449 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,89 ms,540 Mbps,69120 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,52 ms,203 Mbps,26009 kB/s
23.224.22.211,443,23.224.22.211,CN,Los Angeles,中转,56 ms,44 Mbps,5633 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,57 ms,428 Mbps,54886 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:b3,US,Los Angeles,隧道,53 ms,76 Mbps,9746 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,353 Mbps,45260 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,201 Mbps,25804 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,349 Mbps,44748 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,317 Mbps,40652 kB/s
144.21.35.5,443,2a0b:21c0:100a:1b3:0:26c2:3ea9:3a20,DE,Frankfurt,隧道,106 ms,94 Mbps,12083 kB/s
34.82.76.253,443,34.83.21.22,US,Seattle,隧道,49 ms,323 Mbps,41369 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,100 ms,50 Mbps,6448 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,52 ms,416 Mbps,53350 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,182 Mbps,23347 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,77 ms,248 Mbps,31846 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,103 ms,195 Mbps,24985 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,103 Mbps,13209 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,106 ms,48 Mbps,6258 kB/s
144.21.34.43,443,2a0b:21c0:100a:1b7:0:4b1d:bb7e:92d4,DE,Frankfurt,隧道,105 ms,103 Mbps,13209 kB/s
130.61.239.203,443,130.61.239.203,DE,Frankfurt,中转,107 ms,108 Mbps,13926 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,183 Mbps,23449 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,173 Mbps,22220 kB/s
130.61.185.98,443,130.61.185.98,DE,Frankfurt,中转,109 ms,187 Mbps,23961 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,121 Mbps,15564 kB/s
132.145.54.92,443,132.145.54.92,GB,London,中转,94 ms,212 Mbps,27136 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,176 Mbps,22630 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,280 ms,70 Mbps,9035 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,208 ms,66 Mbps,8467 kB/s
152.70.62.200,443,2a0b:21c0:1007:1cb:0:5614:8498:e76b,DE,Frankfurt,隧道,106 ms,159 Mbps,20377 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,192 ms,89 Mbps,11468 kB/s
158.101.164.251,443,158.101.164.251,DE,Frankfurt,中转,107 ms,166 Mbps,21299 kB/s
