中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,31 ms,52 Mbps,6760 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,16 ms,62 Mbps,7965 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,182 Mbps,23347 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,101 ms,262 Mbps,33587 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,26 ms,456 Mbps,58368 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,33 ms,493 Mbps,63180 kB/s
35.230.79.26,443,35.212.201.120,US,Seattle,隧道,70 ms,336 Mbps,43110 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,95 ms,312 Mbps,40038 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,21 ms,92 Mbps,11878 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,93 ms,176 Mbps,22528 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,94 ms,234 Mbps,30003 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,201 Mbps,25804 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,472 Mbps,60518 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,88 ms,116 Mbps,14950 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,103 ms,221 Mbps,28364 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,113 ms,7 Mbps,900 kB/s
152.70.61.199,443,2606:f240:f00:46c4:0:5016:a068:62ab,US,Frankfurt,隧道,126 ms,257 Mbps,32972 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,99 ms,100 Mbps,12902 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,100 ms,277 Mbps,35532 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,147 ms,160 Mbps,20480 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,103 ms,0 Mbps,112 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,84 ms,46 Mbps,5932 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,120 ms,43 Mbps,5577 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,96 ms,2 Mbps,295 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,91 ms,3 Mbps,418 kB/s
152.70.175.161,443,163.123.193.6,DE,Frankfurt,隧道,98 ms,216 Mbps,27648 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,103 ms,195 Mbps,24985 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,107 ms,7 Mbps,936 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,106 ms,41 Mbps,5360 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,110 ms,73 Mbps,9423 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,92 ms,0 Mbps,16 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,224 Mbps,28774 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,95 ms,143 Mbps,18329 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,78 ms,39 Mbps,5028 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,178 ms,86 Mbps,11059 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,97 ms,46 Mbps,5917 kB/s
152.70.214.15,443,2603:c021:c000:ba8c:5a47:c0e5:b682:31cb,BR,São Paulo,隧道,133 ms,171 Mbps,21913 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,46 ms,42 Mbps,5423 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,65 ms,317 Mbps,40652 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,113 ms,48 Mbps,6161 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,114 ms,47 Mbps,6041 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,28 ms,38 Mbps,4960 kB/s
152.70.43.36,443,2606:f240:f00:dd8d:0:d6ee:caf1:238e,US,Frankfurt,隧道,131 ms,237 Mbps,30412 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,133 ms,286 Mbps,36659 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,71 ms,387 Mbps,49561 kB/s
130.162.252.109,443,2606:f240:f00:5a42:0:8c19:9da:6b54,US,Frankfurt,隧道,102 ms,231 Mbps,29593 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,212 ms,97 Mbps,12492 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,207 ms,36 Mbps,4708 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,216 ms,77 Mbps,9971 kB/s
141.147.185.63,443,141.147.185.63,JP,Tokyo,中转,251 ms,31 Mbps,4088 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,128 ms,149 Mbps,19148 kB/s
152.70.42.21,443,2606:f240:f00:83a7:0:a98d:5525:e4a9,US,Frankfurt,隧道,127 ms,215 Mbps,27545 kB/s
8.222.178.144,443,47.236.58.234,SG,Singapore,隧道,257 ms,50 Mbps,6456 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,225 ms,65 Mbps,8442 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,228 ms,71 Mbps,9124 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,230 ms,2 Mbps,306 kB/s
8.212.44.95,443,47.76.21.103,HK,Hong Kong,隧道,266 ms,74 Mbps,9542 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,228 ms,33 Mbps,4235 kB/s
