中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.19.50.134,US,Seattle,隧道,71 ms,323 Mbps,41369 kB/s
35.197.23.75,443,34.19.50.134,US,Seattle,隧道,71 ms,324 Mbps,41574 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,564 Mbps,72192 kB/s
18.191.122.211,443,3.130.94.216,US,,隧道,18 ms,508 Mbps,65024 kB/s
150.230.47.17,443,150.230.47.17,US,San Jose,中转,70 ms,319 Mbps,40857 kB/s
34.82.76.253,443,34.83.21.22,US,Seattle,隧道,71 ms,294 Mbps,37683 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,73 ms,287 Mbps,36761 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,216 Mbps,27750 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,214 Mbps,27443 kB/s
23.224.22.211,443,23.224.22.211,CN,Los Angeles,中转,60 ms,44 Mbps,5674 kB/s
192.18.150.121,443,2a09:bac5:184b:1ec8::311:71,CA,Toronto,隧道,29 ms,389 Mbps,49868 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,64 ms,323 Mbps,41369 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,21 ms,530 Mbps,67891 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,33 ms,44 Mbps,5723 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,91 ms,212 Mbps,27238 kB/s
132.145.152.194,443,132.145.152.194,US,Ashburn,中转,74 ms,341 Mbps,43724 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,36 ms,86 Mbps,11059 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,69 ms,274 Mbps,35123 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,72 ms,440 Mbps,56422 kB/s
130.61.23.77,443,130.61.23.77,114 Mbps,14643 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,162 ms,330 Mbps,42291 kB/s
