中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,1040 Mbps,133120 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,330 Mbps,42291 kB/s
35.197.23.75,443,35.197.107.113,US,Seattle,隧道,52 ms,444 Mbps,56832 kB/s
35.230.79.26,443,35.197.107.113,US,Seattle,隧道,52 ms,447 Mbps,57241 kB/s
47.88.101.9,443,47.88.101.9,US,San Jose,中转,51 ms,29 Mbps,3788 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,69 ms,268 Mbps,34406 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,55 ms,44 Mbps,5755 kB/s
47.89.191.155,443,47.89.191.155,US,Ashburn,中转,27 ms,41 Mbps,5321 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,414 Mbps,53043 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,413 Mbps,52940 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,56 ms,428 Mbps,54784 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,40 ms,583 Mbps,74649 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,21 ms,40 Mbps,5152 kB/s
198.46.188.190,443,2a09:bac5:a5fa:7cd::c7:19,US,Buffalo,隧道,35 ms,105 Mbps,13516 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,117 ms,400 Mbps,51302 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,54 ms,49 Mbps,6324 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,430 Mbps,55091 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,99 ms,44 Mbps,5737 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,18 ms,390 Mbps,49971 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,56 ms,396 Mbps,50688 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,57 ms,313 Mbps,40140 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,44 ms,681 Mbps,87244 kB/s
192.210.175.20,443,192.210.175.20,NL,Amsterdam,中转,98 ms,31 Mbps,4056 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,55 ms,386 Mbps,49459 kB/s
13.57.182.91,443,2a09:bac1:76a0:1cf0::4:265,US,San Jose,隧道,79 ms,275 Mbps,35225 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,119 ms,185 Mbps,23756 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,108 ms,48 Mbps,6170 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,176 Mbps,22528 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,110 ms,168 Mbps,21606 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,168 Mbps,21606 kB/s
146.70.175.104,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,102 ms,164 Mbps,20992 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,87 Mbps,11161 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,106 ms,122 Mbps,15667 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,209 Mbps,26828 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,128 Mbps,16384 kB/s
146.70.175.107,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,103 ms,192 Mbps,24678 kB/s
146.70.175.117,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,101 ms,194 Mbps,24883 kB/s
34.65.176.142,443,2a0b:21c0:100a:1b1:0:b1f5:4f38:44aa,DE,Frankfurt,隧道,116 ms,104 Mbps,13414 kB/s
8.219.240.160,443,8.219.240.160,SG,Singapore,中转,253 ms,64 Mbps,8217 kB/s
129.154.50.220,443,129.154.50.220,KR,Hong Kong,中转,173 ms,93 Mbps,11980 kB/s
8.222.225.193,443,8.222.225.193,SG,Singapore,中转,253 ms,5 Mbps,727 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,255 ms,53 Mbps,6822 kB/s
18.163.233.64,443,18.163.233.64,HK,Hong Kong,中转,189 ms,88 Mbps,11366 kB/s
47.236.87.206,443,47.236.87.206,SG,Singapore,中转,252 ms,51 Mbps,6650 kB/s
8.219.228.186,443,8.219.228.186,SG,Singapore,中转,251 ms,51 Mbps,6603 kB/s
8.219.179.34,443,8.219.179.34,SG,Singapore,中转,252 ms,53 Mbps,6844 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,380 ms,59 Mbps,7627 kB/s
8.222.128.131,443,8.222.128.131,SG,Singapore,中转,251 ms,54 Mbps,6947 kB/s
8.219.103.126,443,8.219.103.126,SG,Singapore,中转,252 ms,54 Mbps,6929 kB/s
8.219.3.53,443,8.219.3.53,SG,Singapore,中转,250 ms,56 Mbps,7198 kB/s
8.219.170.180,443,8.219.170.180,SG,Singapore,中转,250 ms,56 Mbps,7181 kB/s
8.219.156.148,443,8.219.156.148,SG,Singapore,中转,255 ms,52 Mbps,6691 kB/s
8.219.140.63,443,8.219.140.63,SG,Singapore,中转,351 ms,55 Mbps,7041 kB/s
47.236.116.182,443,47.236.116.182,SG,Singapore,中转,251 ms,48 Mbps,6181 kB/s
204.110.220.3,443,204.110.220.107,US,,隧道,59 ms,311 Mbps,39833 kB/s
8.222.254.91,443,8.222.254.91,SG,Singapore,中转,255 ms,57 Mbps,7422 kB/s
47.245.115.6,443,47.245.115.6,SG,Hong Kong,中转,251 ms,55 Mbps,7134 kB/s
47.236.130.95,443,47.236.130.95,SG,Singapore,中转,255 ms,53 Mbps,6856 kB/s
47.236.12.195,443,47.236.12.195,SG,Singapore,中转,252 ms,55 Mbps,7115 kB/s
8.219.137.50,443,8.219.137.50,SG,Hong Kong,中转,401 ms,28 Mbps,3661 kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,256 ms,53 Mbps,6866 kB/s
