中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,198 Mbps,25395 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,51 ms,416 Mbps,53350 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,412 Mbps,52838 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,63 ms,303 Mbps,38809 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,21 ms,617 Mbps,79052 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,198 Mbps,25395 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,85 ms,456 Mbps,58368 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,47 Mbps,6028 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:c,US,Buffalo,隧道,36 ms,84 Mbps,10752 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,373 Mbps,47820 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,56 ms,424 Mbps,54272 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,106 ms,178 Mbps,22835 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,62 ms,32 Mbps,4158 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,53 ms,432 Mbps,55398 kB/s
35.197.23.75,443,34.19.126.64,US,Seattle,隧道,117 ms,472 Mbps,60416 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,125 ms,98 Mbps,12595 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,25 ms,693 Mbps,88780 kB/s
35.230.79.26,443,34.19.126.64,US,Seattle,隧道,83 ms,398 Mbps,50995 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,376 Mbps,48230 kB/s
