中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,66 ms,49 Mbps,6394 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,43 Mbps,5574 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,281 Mbps,36044 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,5 ms,400 Mbps,51302 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,70 ms,282 Mbps,36147 kB/s
144.21.51.110,443,144.21.51.110,GB,London,中转,84 ms,228 Mbps,29184 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,324 Mbps,41574 kB/s
192.9.224.194,443,192.9.224.194,US,San Jose,中转,69 ms,48 Mbps,6159 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,219 Mbps,28057 kB/s
150.136.241.40,443,150.136.241.40,US,Ashburn,中转,11 ms,674 Mbps,86323 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,272 Mbps,34918 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,84 ms,41 Mbps,5286 kB/s
35.197.23.75,443,35.233.204.31,US,Seattle,隧道,85 ms,324 Mbps,41472 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,46 ms,6 Mbps,774 kB/s
35.230.79.26,443,35.233.204.31,US,Seattle,隧道,70 ms,304 Mbps,38912 kB/s
130.162.36.58,443,2a0b:21c0:100a:1b7:0:615b:4891:6a04,DE,Frankfurt,隧道,92 ms,104 Mbps,13414 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,23 ms,42 Mbps,5431 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,69 ms,338 Mbps,43315 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,63 ms,372 Mbps,47718 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,93 ms,312 Mbps,39936 kB/s
152.67.44.30,443,152.67.44.30,BR,Rio de Janeiro,中转,116 ms,44 Mbps,5738 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,93 ms,206 Mbps,26419 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,92 ms,308 Mbps,39424 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,35 ms,502 Mbps,64307 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,92 ms,107 Mbps,13721 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,41 ms,526 Mbps,67379 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,108 ms,394 Mbps,50483 kB/s
89.168.118.76,443,89.168.118.76,DE,Frankfurt,中转,223 ms,46 Mbps,5965 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,91 ms,44 Mbps,5714 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,64 ms,276 Mbps,35328 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,317 Mbps,40652 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,68 ms,35 Mbps,4562 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,70 ms,109 Mbps,14028 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,208 Mbps,26624 kB/s
193.123.61.78,443,2a0b:21c0:100a:1b2:0:d815:3655:cc8,DE,Frankfurt,隧道,90 ms,128 Mbps,16384 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,209 Mbps,26828 kB/s
141.148.225.142,443,141.148.225.142,NL,Amsterdam,中转,84 ms,99 Mbps,12697 kB/s
141.147.90.210,443,163.123.193.23,DE,Frankfurt,隧道,92 ms,107 Mbps,13721 kB/s
155.248.202.141,443,155.248.202.141,US,San Jose,中转,144 ms,45 Mbps,5776 kB/s
138.3.222.33,443,138.3.222.33,JP,Tokyo,中转,214 ms,31 Mbps,4027 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,222 Mbps,28467 kB/s
204.216.218.114,443,204.216.218.114,IT,Paris,中转,100 ms,50 Mbps,6462 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,112 Mbps,14336 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,81 ms,205 Mbps,26316 kB/s
64.110.103.69,443,64.110.103.69,35 Mbps,4559 kB/s
64.110.103.69,,,隧道,0 ms,null Mbps,null kB/s
8.219.201.245,443,8.219.201.245,SG,Singapore,中转,219 ms,61 Mbps,7916 kB/s
8.219.111.175,443,8.219.111.175,SG,Singapore,中转,221 ms,60 Mbps,7772 kB/s
8.219.200.145,443,8.219.200.145,SG,Singapore,中转,249 ms,56 Mbps,7252 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,191 ms,89 Mbps,11468 kB/s
45.32.25.171,443,45.32.25.171,JP,Tokyo,中转,159 ms,101 Mbps,13004 kB/s
8.218.87.104,443,8.218.87.104,HK,Hong Kong,中转,201 ms,1 Mbps,155 kB/s
8.219.78.1,443,8.219.78.1,SG,Singapore,中转,221 ms,52 Mbps,6731 kB/s
8.210.21.65,443,8.210.21.65,HK,Hong Kong,中转,198 ms,8 Mbps,1132 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,218 ms,59 Mbps,7596 kB/s
8.219.0.162,443,8.219.0.162,SG,Singapore,中转,218 ms,57 Mbps,7356 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,234 ms,2 Mbps,272 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,208 ms,281 Mbps,36044 kB/s
47.242.94.48,443,47.242.94.48,HK,Hong Kong,中转,216 ms,22 Mbps,2942 kB/s
8.217.49.234,443,8.217.49.234,HK,,中转,205 ms,75 Mbps,9662 kB/s
8.222.181.117,443,8.222.181.117,SG,Singapore,中转,221 ms,67 Mbps,8643 kB/s
8.219.114.201,443,8.219.114.201,SG,Singapore,中转,221 ms,68 Mbps,8783 kB/s
8.219.248.47,443,8.219.248.47,SG,Singapore,中转,221 ms,61 Mbps,7872 kB/s
8.219.66.156,443,8.219.66.156,SG,Singapore,中转,219 ms,64 Mbps,8222 kB/s
3.66.115.225,443,2a05:d014:ed:9600:f52b:ab01:6bb:bc9d,DE,,隧道,92 ms,235 Mbps,30105 kB/s
3.138.59.154,443,3.130.94.216,US,,隧道,65 ms,560 Mbps,71680 kB/s
8.219.50.180,443,8.219.50.180,SG,Singapore,中转,220 ms,60 Mbps,7751 kB/s
