中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,492 Mbps,63078 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,61 ms,29 Mbps,3748 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,71 ms,289 Mbps,37068 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,234 Mbps,30003 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,24 ms,673 Mbps,86220 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,74 ms,292 Mbps,37376 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,148 Mbps,18944 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,49 ms,482 Mbps,61747 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,100 ms,308 Mbps,39526 kB/s
152.67.139.78,443,2606:f240:f00:a683:0:c733:e0e1:3b29,US,Frankfurt,隧道,93 ms,228 Mbps,29286 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,231 Mbps,29593 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,241 Mbps,30924 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,75 ms,260 Mbps,33280 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,83 ms,46 Mbps,5944 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,264 Mbps,33792 kB/s
158.101.222.4,443,98.98.166.174,US,Frankfurt,隧道,198 ms,216 Mbps,27750 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,90 ms,174 Mbps,22323 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,75 ms,100 Mbps,12902 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,13 Mbps,1734 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,43 ms,7 Mbps,957 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,89 ms,41 Mbps,5315 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,100 Mbps,12800 kB/s
144.24.76.59,443,144.24.76.59,KR,Seoul,中转,187 ms,36 Mbps,4728 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,83 ms,46 Mbps,5957 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,203 Mbps,26009 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,71 ms,307 Mbps,39321 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,79 ms,300 Mbps,38400 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,104 ms,222 Mbps,28467 kB/s
143.47.191.59,443,2a0b:21c0:100a:1fa:0:23a:299d:6020,DE,Frankfurt,隧道,90 ms,130 Mbps,16691 kB/s
129.146.7.98,443,2a09:bac5:60e8:1846::26b:52,US,Los Angeles,隧道,70 ms,72 Mbps,9227 kB/s
152.70.181.90,443,2a0b:21c0:1007:1c7:0:bd68:5cfe:f277,DE,Frankfurt,隧道,194 ms,213 Mbps,27340 kB/s
141.147.66.168,443,2a0b:21c0:1007:c9:0:7e7c:149a:50b,DE,Frankfurt,隧道,96 ms,191 Mbps,24473 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,76 ms,45 Mbps,5861 kB/s
140.238.83.26,443,2a0b:21c0:100a:1b3:0:5284:2267:d877,DE,Frankfurt,隧道,96 ms,97 Mbps,12492 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,205 ms,35 Mbps,4510 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,90 ms,210 Mbps,26931 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,183 ms,93 Mbps,11980 kB/s
141.147.9.213,443,2a0b:21c0:1007:1ca:0:5325:91db:5d2b,DE,Frankfurt,隧道,94 ms,250 Mbps,32051 kB/s
132.226.133.6,443,2a0b:21c0:1007:c7:0:64c9:1b37:4452,DE,Frankfurt,隧道,103 ms,229 Mbps,29388 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,98 ms,88 Mbps,11264 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,137 ms,334 Mbps,42803 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,61 ms,341 Mbps,43724 kB/s
132.226.31.178,443,2a09:bac5:60ef:183c::26a:81,US,Los Angeles,隧道,71 ms,41 Mbps,5359 kB/s
158.101.213.129,443,2a0b:21c0:1007:1c7:0:d40b:5e6e:5123,DE,Frankfurt,隧道,88 ms,209 Mbps,26828 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,179 ms,42 Mbps,5502 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,252 Mbps,32358 kB/s
130.162.144.191,443,2a09:bac5:4753:1482::20b:9d,KR,Seoul,隧道,188 ms,29 Mbps,3750 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,251 Mbps,32153 kB/s
144.21.37.151,443,2a0b:21c0:1007:c9:0:8e72:e31d:dfdc,DE,Frankfurt,隧道,105 ms,148 Mbps,19046 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,191 ms,0 Mbps,57 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,184 ms,80 Mbps,10342 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,144 ms,43 Mbps,5575 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,211 ms,30 Mbps,3896 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,224 ms,29 Mbps,3762 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,225 ms,2 Mbps,273 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,182 ms,56 Mbps,7239 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,233 ms,46 Mbps,5945 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,202 ms,77 Mbps,9938 kB/s
129.154.59.99,443,129.154.59.99,KR,Seoul,中转,187 ms,37 Mbps,4761 kB/s
158.101.142.100,443,158.101.142.100,JP,Tokyo,中转,216 ms,75 Mbps,9652 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,223 ms,59 Mbps,7678 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:138,KR,Seoul,隧道,195 ms,80 Mbps,10342 kB/s
193.122.117.159,443,193.122.117.159,KR,Seoul,中转,194 ms,37 Mbps,4810 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,215 ms,66 Mbps,8499 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,188 ms,79 Mbps,10137 kB/s
129.150.51.134,443,129.150.51.134,SG,Singapore,中转,225 ms,62 Mbps,7971 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,214 ms,21 Mbps,2739 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,213 ms,36 Mbps,4671 kB/s
141.147.190.55,443,128.14.104.155,SG,Singapore,隧道,231 ms,57 Mbps,7408 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,318 ms,57 Mbps,7312 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,219 ms,36 Mbps,4650 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,151 ms,35 Mbps,4604 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,218 ms,58 Mbps,7526 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,194 ms,30 Mbps,3943 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,223 ms,53 Mbps,6818 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,218 ms,31 Mbps,4086 kB/s
138.2.122.191,443,138.2.122.191,KR,Seoul,中转,182 ms,35 Mbps,4484 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,214 ms,30 Mbps,3889 kB/s
150.230.221.148,443,150.230.221.148,JP,Tokyo,中转,217 ms,59 Mbps,7595 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,216 ms,29 Mbps,3835 kB/s
132.226.7.217,443,132.226.7.217,JP,Tokyo,中转,220 ms,30 Mbps,3893 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,182 ms,40 Mbps,5129 kB/s
149.129.8.215,443,47.88.8.186,,colo.txt:San Jose,隧道,0 ms,2 Mbps,303 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,206 ms,68 Mbps,8710 kB/s
141.144.241.13,443,163.123.193.5,DE,Frankfurt,隧道,91 ms,248 Mbps,31744 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,71 ms,57 Mbps,7393 kB/s
