中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,76 ms,189 Mbps,24268 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,54 ms,675 Mbps,86425 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,102 ms,132 Mbps,16896 kB/s
170.106.35.96,443,170.106.35.96,US,Ashburn,中转,15 ms,31 Mbps,4034 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,76 ms,277 Mbps,35532 kB/s
35.197.23.75,443,35.247.68.177,US,Seattle,隧道,102 ms,326 Mbps,41779 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,245 Mbps,31436 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,193 Mbps,24780 kB/s
35.230.79.26,443,35.247.68.177,US,Seattle,隧道,73 ms,303 Mbps,38809 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,69 ms,312 Mbps,39936 kB/s
146.70.175.100,443,2001:ac8:22:18::8192,NL,Amsterdam,隧道,88 ms,154 Mbps,19763 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,40 ms,544 Mbps,69734 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,73 ms,319 Mbps,40857 kB/s
198.46.188.190,443,2a09:bac5:a5fb:7cd::c7:12,US,Buffalo,隧道,85 ms,89 Mbps,11468 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,65 ms,484 Mbps,61952 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,416 Mbps,53350 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,43 Mbps,5616 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,91 ms,108 Mbps,13824 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,239 Mbps,30617 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,45 Mbps,5790 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,316 Mbps,40448 kB/s
