中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,61 ms,249 Mbps,31948 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,392 Mbps,50278 kB/s
129.80.116.250,443,2603:c020:4008:16ca:19e9:40f5:b8a0:c008,US,Ashburn,隧道,40 ms,304 Mbps,38912 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,50 ms,340 Mbps,43622 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,101 ms,352 Mbps,45056 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,91 ms,566 Mbps,72499 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,60 ms,274 Mbps,35123 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,18 Mbps,2309 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,65 ms,88 Mbps,11264 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,64 ms,410 Mbps,52531 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,392 Mbps,50278 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,196 Mbps,25190 kB/s
35.197.23.75,443,34.168.20.69,US,Seattle,隧道,53 ms,421 Mbps,53964 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,92 ms,424 Mbps,54272 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,52 ms,88 Mbps,11264 kB/s
107.172.98.6,443,107.172.98.6,US,San Jose,中转,54 ms,416 Mbps,53248 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,106 ms,171 Mbps,21913 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,92 ms,365 Mbps,46796 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,111 ms,42 Mbps,5378 kB/s
192.9.158.188,443,2a09:bac5:6446:1246::1d2:77,US,San Jose,隧道,76 ms,212 Mbps,27238 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,44 Mbps,5720 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,102 ms,632 Mbps,80998 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,166 Mbps,21299 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,107 ms,185 Mbps,23756 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,108 ms,164 Mbps,21094 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,55 ms,97 Mbps,12492 kB/s
35.230.79.26,443,34.168.20.69,US,Seattle,隧道,66 ms,437 Mbps,56012 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,171 ms,96 Mbps,12288 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,109 ms,196 Mbps,25088 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,119 ms,38 Mbps,4957 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,288 ms,40 Mbps,5247 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,174 ms,113 Mbps,14540 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,141 ms,47 Mbps,6080 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,118 ms,187 Mbps,23961 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,131 Mbps,16793 kB/s
152.67.44.30,443,152.67.44.30,BR,S
