中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,53 ms,479 Mbps,61337 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26a:60,US,Los Angeles,隧道,60 ms,60 Mbps,7705 kB/s
18.216.55.100,443,18.216.55.100,US,Ashburn,中转,24 ms,416 Mbps,53350 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,70 ms,422 Mbps,54067 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,87 ms,212 Mbps,27136 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,94 ms,199 Mbps,25497 kB/s
132.226.31.178,443,2a09:bac5:60ea:78::c:35f,US,Los Angeles,隧道,66 ms,10 Mbps,1299 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,28 ms,583 Mbps,74649 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,269 Mbps,34508 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,62 ms,317 Mbps,40652 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,73 ms,288 Mbps,36966 kB/s
143.47.248.181,443,2606:f240:f00:6acf:0:671b:9bb:9a7a,US,Frankfurt,隧道,94 ms,195 Mbps,24985 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,240 Mbps,30720 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,41 ms,88 Mbps,11366 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,94 ms,137 Mbps,17612 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,461 Mbps,59084 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,299 Mbps,38297 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,77 ms,276 Mbps,35430 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,35 ms,88 Mbps,11366 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,41 Mbps,5312 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,337 Mbps,43212 kB/s
130.61.170.78,443,130.61.170.78,DE,Paris,中转,90 ms,85 Mbps,10956 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,68 ms,304 Mbps,38912 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,196 Mbps,25190 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,75 ms,236 Mbps,30310 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,72 ms,279 Mbps,35737 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,120 ms,208 Mbps,26726 kB/s
150.230.34.116,443,104.28.201.73,US,San Jose,隧道,77 ms,250 Mbps,32051 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,69 ms,275 Mbps,35225 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,93 ms,25 Mbps,3281 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,132 ms,226 Mbps,28979 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,89 ms,226 Mbps,28979 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,96 ms,43 Mbps,5544 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,139 ms,200 Mbps,25600 kB/s
152.67.134.56,443,163.123.193.23,DE,Frankfurt,隧道,92 ms,110 Mbps,14131 kB/s
141.147.59.31,443,2a0b:21c0:100a:1fa:0:2937:f5bd:3b2c,DE,Frankfurt,隧道,90 ms,124 Mbps,15974 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,91 ms,304 Mbps,38912 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,74 ms,228 Mbps,29286 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,218 ms,108 Mbps,13926 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,66 ms,320 Mbps,40960 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,182 ms,49 Mbps,6286 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,78 ms,1 Mbps,254 kB/s
144.22.252.124,443,144.22.252.124,BR,S
