中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,142 ms,64 Mbps,8248 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,19 ms,71 Mbps,9145 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,149 ms,11 Mbps,1510 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,430 Mbps,55091 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,364 Mbps,46694 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,36 ms,754 Mbps,96563 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,57 ms,1288 Mbps,164864 kB/s
193.122.197.111,443,193.122.197.111,US,Ashburn,中转,72 ms,39 Mbps,5087 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,144 ms,5 Mbps,686 kB/s
168.138.66.11,443,168.138.66.11,CA,Toronto,中转,75 ms,38 Mbps,4901 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,56 ms,1584 Mbps,202752 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,49 ms,62 Mbps,7988 kB/s
158.101.15.48,443,158.101.15.48,US,Los Angeles,中转,121 ms,450 Mbps,57651 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,56 ms,1360 Mbps,174080 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,54 ms,1736 Mbps,222208 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,28 ms,62 Mbps,7998 kB/s
35.230.79.26,443,34.169.20.76,US,Seattle,隧道,49 ms,148 Mbps,19046 kB/s
150.230.248.166,443,150.230.248.166,KR,Seoul,中转,195 ms,41 Mbps,5316 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,30 ms,553 Mbps,70860 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,165 Mbps,21196 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,157 ms,96 Mbps,12288 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,49 ms,642 Mbps,82227 kB/s
35.197.23.75,443,34.169.20.76,US,Seattle,隧道,59 ms,704 Mbps,90112 kB/s
146.56.161.229,443,146.56.161.229,KR,Seoul,中转,130 ms,120 Mbps,15360 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,160 ms,54 Mbps,6981 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,61 ms,272 Mbps,34918 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,519 Mbps,66457 kB/s
134.65.59.100,443,134.65.59.100,GB,London,中转,150 ms,0 Mbps,84 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:10e,KR,Seoul,隧道,130 ms,132 Mbps,16998 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,155 ms,67 Mbps,8626 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,67 ms,314 Mbps,40243 kB/s
129.159.241.172,443,129.159.241.172,DE,,中转,225 ms,35 Mbps,4508 kB/s
64.110.101.31,443,2a09:bac1:3b40:b8::2ff:1b,JP,Osaka,隧道,170 ms,30 Mbps,3905 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,157 ms,59 Mbps,7568 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,128 ms,15 Mbps,1968 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,253 ms,92 Mbps,11878 kB/s
168.138.201.0,443,168.138.201.0,JP,Tokyo,中转,163 ms,35 Mbps,4572 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,114 ms,38 Mbps,4879 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,148 ms,91 Mbps,11673 kB/s
143.47.242.195,443,143.47.242.195,GB,London,中转,141 ms,46 Mbps,5896 kB/s
8.222.67.79,443,8.221.33.172,US,Ashburn,隧道,108 ms,151 Mbps,19353 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,155 ms,75 Mbps,9656 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,155 ms,96 Mbps,12288 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,171 ms,3 Mbps,411 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,167 ms,71 Mbps,9143 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,75 ms,45 Mbps,5788 kB/s
158.101.71.60,443,2603:c021:8003:daee:5055:b055:15ac:95a8,JP,Tokyo,隧道,151 ms,106 Mbps,13619 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,157 ms,39 Mbps,5033 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,166 ms,38 Mbps,4957 kB/s
158.101.175.51,443,158.101.175.51,DE,Frankfurt,中转,156 ms,33 Mbps,4237 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,160 ms,0 Mbps,84 kB/s
138.2.94.123,443,138.2.94.123,SG,Singapore,中转,173 ms,4 Mbps,554 kB/s
141.147.190.128,443,141.147.190.128,JP,Tokyo,中转,230 ms,43 Mbps,5620 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,164 ms,16 Mbps,2070 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,261 ms,94 Mbps,12083 kB/s
129.159.22.4,443,129.159.22.4,IN,Chennai,中转,213 ms,25 Mbps,3294 kB/s
44.230.218.23,443,52.35.136.129,US,,隧道,64 ms,323 Mbps,41369 kB/s
44.224.24.91,443,44.224.24.91,US,,中转,44 ms,484 Mbps,61952 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,193 ms,31 Mbps,4032 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,57 ms,0 Mbps,2 kB/s
8.213.137.24,443,8.213.137.24,SG,,中转,128 ms,109 Mbps,14028 kB/s
18.191.122.211,443,3.130.64.226,US,,隧道,67 ms,331 Mbps,42393 kB/s
103.137.63.2,443,122.118.154.213,TW,,隧道,155 ms,134 Mbps,17203 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,254 ms,28 Mbps,3676 kB/s
54.203.85.46,443,204.110.220.246,US,,隧道,82 ms,684 Mbps,87552 kB/s
141.145.199.188,443,141.145.199.188,FR,,中转,147 ms,132 Mbps,16896 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,60 ms,18 Mbps,2361 kB/s
3.66.115.225,443,3.68.128.205,DE,,隧道,159 ms,109 Mbps,14028 kB/s
18.236.13.188,443,204.110.220.101,US,,隧道,45 ms,152 Mbps,19558 kB/s
