中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,3 ms,75 Mbps,9724 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,13 ms,396 Mbps,50688 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,700 Mbps,89600 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,76 ms,374 Mbps,47923 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,106 ms,41 Mbps,5365 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,34 ms,700 Mbps,89600 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,67 ms,444 Mbps,56832 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,84 ms,420 Mbps,53862 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,64 ms,25 Mbps,3249 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,27 ms,94 Mbps,12083 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,83 ms,0 Mbps,92 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,45 ms,96 Mbps,12288 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,291 Mbps,37273 kB/s
158.101.210.88,443,209.177.81.218,DE,Frankfurt,隧道,108 ms,243 Mbps,31129 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,35 ms,640 Mbps,81920 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,287 Mbps,36761 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,76 ms,45 Mbps,5863 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,12 ms,34 Mbps,4375 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,80 ms,42 Mbps,5410 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,231 Mbps,29593 kB/s
141.148.229.232,443,2a0b:21c0:1007:1c9:0:573e:e79a:f3a8,DE,Frankfurt,隧道,112 ms,125 Mbps,16076 kB/s
141.148.226.100,443,2a0b:21c0:100a:1fa:0:773e:25f1:7990,DE,Frankfurt,隧道,95 ms,216 Mbps,27750 kB/s
132.145.246.210,443,2606:f240:f00:a683:0:be05:b044:5e66,US,Frankfurt,隧道,99 ms,239 Mbps,30617 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,125 ms,147 Mbps,18841 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,87 ms,410 Mbps,52531 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,75 ms,276 Mbps,35328 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,251 Mbps,32153 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,14 Mbps,1805 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,90 ms,45 Mbps,5868 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,70 ms,292 Mbps,37376 kB/s
150.230.42.80,443,104.28.201.73,US,San Jose,隧道,82 ms,275 Mbps,35225 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,72 ms,381 Mbps,48844 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,92 ms,231 Mbps,29593 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,135 Mbps,17305 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,115 ms,50 Mbps,6416 kB/s
130.162.42.91,443,2a0b:21c0:1007:1cb:0:41b8:2ff7:7615,DE,Frankfurt,隧道,107 ms,256 Mbps,32768 kB/s
141.148.243.175,443,98.98.166.198,US,Frankfurt,隧道,107 ms,257 Mbps,32972 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,90 ms,2 Mbps,370 kB/s
