中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
150.230.44.13,443,150.230.44.13,US,San Jose,中转,18 ms,374 Mbps,47923 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,18 ms,976 Mbps,124928 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,44 ms,624 Mbps,79872 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,17 ms,1240 Mbps,158720 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26a:85,US,Los Angeles,隧道,35 ms,74 Mbps,9504 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,49 ms,624 Mbps,79974 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,319 Mbps,40857 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,61 ms,236 Mbps,30208 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,31 ms,396 Mbps,50688 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,22 ms,864 Mbps,110592 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,137 ms,125 Mbps,16076 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,56 ms,530 Mbps,67891 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,60 ms,621 Mbps,79564 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,26 ms,738 Mbps,94515 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,60 ms,432 Mbps,55398 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,65 ms,38 Mbps,4894 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,134 ms,134 Mbps,17203 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,177 ms,128 Mbps,16486 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,157 ms,152 Mbps,19558 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,65 ms,536 Mbps,68710 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,57 ms,11 Mbps,1470 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,160 ms,21 Mbps,2763 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,64 ms,29 Mbps,3817 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,132 ms,42 Mbps,5464 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,155 ms,44 Mbps,5649 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,23 ms,88 Mbps,11264 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,162 ms,148 Mbps,19046 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,124 ms,196 Mbps,25190 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,152 ms,70 Mbps,9046 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,173 ms,42 Mbps,5496 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,141 ms,209 Mbps,26828 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,202 ms,3 Mbps,417 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,153 ms,37 Mbps,4793 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,165 ms,92 Mbps,11776 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,174 ms,92 Mbps,11776 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,128 ms,0 Mbps,47 kB/s
158.101.141.253,443,158.101.141.253,JP,Tokyo,中转,181 ms,98 Mbps,12595 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,139 ms,163 Mbps,20889 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,163 ms,59 Mbps,7636 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,154 ms,40 Mbps,5229 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,174 ms,112 Mbps,14336 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,208 ms,27 Mbps,3526 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,170 ms,140 Mbps,17920 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,178 ms,41 Mbps,5360 kB/s
8.212.48.236,443,47.76.21.114,HK,Hong Kong,隧道,178 ms,115 Mbps,14745 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,160 ms,39 Mbps,5091 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,153 ms,38 Mbps,4894 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,177 ms,110 Mbps,14131 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,142 ms,135 Mbps,17305 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,173 ms,0 Mbps,103 kB/s
8.212.44.95,443,47.76.21.103,HK,Hong Kong,隧道,167 ms,140 Mbps,18022 kB/s
8.219.207.106,443,8.222.213.200,SG,Singapore,隧道,204 ms,42 Mbps,5452 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,154 ms,49 Mbps,6375 kB/s
47.57.188.84,443,47.236.214.126,SG,Singapore,隧道,181 ms,163 Mbps,20889 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,137 ms,142 Mbps,18227 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,169 ms,13 Mbps,1682 kB/s
8.219.89.56,443,8.219.69.217,SG,Singapore,隧道,204 ms,58 Mbps,7534 kB/s
8.219.136.37,443,8.222.240.96,SG,Singapore,隧道,214 ms,46 Mbps,6007 kB/s
130.162.135.9,443,130.162.135.9,KR,Seoul,中转,156 ms,44 Mbps,5681 kB/s
