中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,59 ms,519 Mbps,66457 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,880 Mbps,112640 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,122 ms,44 Mbps,5757 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,111 ms,43 Mbps,5509 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,55 ms,346 Mbps,44339 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,49 ms,436 Mbps,55808 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,519 Mbps,66457 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,66 Mbps,8548 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,17 ms,62 Mbps,7981 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,64 ms,266 Mbps,34099 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,416 Mbps,53350 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,848 Mbps,108544 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,52 ms,469 Mbps,60108 kB/s
47.90.141.204,443,91.149.239.206,US,Los Angeles,隧道,20 ms,9 Mbps,1164 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,50 ms,430 Mbps,55091 kB/s
35.197.23.75,443,35.212.134.83,US,Seattle,隧道,55 ms,452 Mbps,57856 kB/s
35.230.79.26,443,35.212.134.83,US,Seattle,隧道,65 ms,507 Mbps,64921 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,143 Mbps,18329 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,53 ms,48 Mbps,6228 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,61 ms,417 Mbps,53452 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,114 ms,26 Mbps,3453 kB/s
158.178.153.169,443,209.177.81.218,DE,Frankfurt,隧道,128 ms,203 Mbps,26009 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,75 ms,45 Mbps,5830 kB/s
143.47.253.139,443,2a0b:21c0:1007:cb:0:8f09:fe25:7a5d,DE,Frankfurt,隧道,133 ms,178 Mbps,22835 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,61 ms,398 Mbps,50995 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,45 Mbps,5846 kB/s
192.18.134.231,443,192.18.134.231,US,San Jose,中转,55 ms,405 Mbps,51916 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,126 ms,173 Mbps,22220 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,118 ms,236 Mbps,30310 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,131 ms,174 Mbps,22323 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,140 Mbps,17920 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,127 ms,80 Mbps,10240 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,134 ms,163 Mbps,20889 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,115 ms,201 Mbps,25804 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,117 ms,204 Mbps,26112 kB/s
152.70.63.131,443,98.98.156.34,DE,Frankfurt,隧道,144 ms,219 Mbps,28057 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,201 ms,56 Mbps,7275 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,110 ms,50 Mbps,6517 kB/s
130.162.231.167,443,2a0b:21c0:100a:1b0:0:27a1:85ae:26f,DE,Frankfurt,隧道,125 ms,106 Mbps,13619 kB/s
158.101.218.195,443,2a0b:21c0:100a:1b3:0:271c:9712:d1df,DE,Frankfurt,隧道,119 ms,112 Mbps,14336 kB/s
