中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,274 Mbps,35123 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,32 ms,750 Mbps,96051 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,84 ms,422 Mbps,54067 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,26 ms,524 Mbps,67072 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,21 ms,53 Mbps,6821 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,27 ms,80 Mbps,10342 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,53 ms,510 Mbps,65331 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,17 Mbps,2200 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,44 ms,92 Mbps,11878 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,5 ms,2 Mbps,376 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,70 ms,299 Mbps,38297 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,7 ms,108 Mbps,13824 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,69 ms,485 Mbps,62156 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,64 ms,284 Mbps,36352 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,73 ms,320 Mbps,40960 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,41 Mbps,5297 kB/s
130.61.23.77,443,130.61.23.77,DE,144 Mbps,18432 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,89 ms,33 Mbps,4340 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,200 Mbps,25702 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,96 ms,238 Mbps,30515 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,300 Mbps,38400 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,242 Mbps,31027 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,60 ms,18 Mbps,2424 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,102 ms,40 Mbps,5143 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,15 ms,34 Mbps,4406 kB/s
158.101.207.200,443,2606:f240:f00:dd8d:0:d1a3:238d:bc28,US,Frankfurt,隧道,95 ms,239 Mbps,30617 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,276 Mbps,35328 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,96 ms,49 Mbps,6311 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,70 ms,355 Mbps,45465 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,101 ms,41 Mbps,5269 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,118 ms,207 Mbps,26521 kB/s
144.22.252.124,443,144.22.252.124,BR,S
