中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,89 ms,246 Mbps,31539 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,15 ms,88 Mbps,11264 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,33 ms,638 Mbps,81715 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,75 ms,101 Mbps,13004 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,63 ms,328 Mbps,41984 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,103 ms,224 Mbps,28774 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,88 ms,20 Mbps,2573 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,51 ms,516 Mbps,66150 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,59 ms,67 Mbps,8665 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,14 ms,120 Mbps,15360 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,7 ms,605 Mbps,77516 kB/s
130.162.184.173,443,130.162.184.173,GB,London,中转,83 ms,32 Mbps,4206 kB/s
141.144.232.159,443,141.144.232.159,DE,Frankfurt,中转,96 ms,2 Mbps,289 kB/s
129.146.47.72,443,104.28.205.110,US,Los Angeles,隧道,106 ms,44 Mbps,5733 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,87 ms,232 Mbps,29696 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,66 ms,262 Mbps,33587 kB/s
152.67.233.64,443,2603:c024:c004:dd3f:333e:3245:d0f3:9f67,US,San Jose,隧道,94 ms,187 Mbps,23961 kB/s
107.172.98.6,443,2001:470:c:30a::2,US,Los Angeles,隧道,96 ms,484 Mbps,62054 kB/s
35.197.23.75,443,34.168.250.177,US,Seattle,隧道,77 ms,344 Mbps,44032 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,556 Mbps,71270 kB/s
35.230.79.26,443,34.168.250.177,US,Seattle,隧道,86 ms,328 Mbps,42086 kB/s
129.146.220.190,443,2603:c020:b:c87e:e94d:56e:f44a:60ac,US,Los Angeles,隧道,89 ms,67 Mbps,8601 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,63 ms,45 Mbps,5847 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,68 ms,345 Mbps,44236 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,356 Mbps,45568 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,96 ms,319 Mbps,40857 kB/s
129.146.248.140,443,129.146.248.140,US,Los Angeles,中转,91 ms,155 Mbps,19865 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,76 ms,312 Mbps,40038 kB/s
132.226.31.178,443,2a09:bac5:60ea:78::c:34b,US,Los Angeles,隧道,110 ms,45 Mbps,5816 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,133 ms,48 Mbps,6192 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,328 Mbps,42086 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,240 Mbps,30822 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,249 Mbps,31948 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,80 ms,156 Mbps,19968 kB/s
207.127.94.174,443,207.127.94.174,SE,Amsterdam,中转,106 ms,43 Mbps,5516 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,111 ms,144 Mbps,18432 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,95 ms,86 Mbps,11059 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,105 ms,247 Mbps,31641 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,36 Mbps,4699 kB/s
129.151.244.9,443,129.151.244.9,FR,Paris,中转,115 ms,266 Mbps,34099 kB/s
143.47.184.59,443,98.98.156.6,AE,Frankfurt,隧道,99 ms,117 Mbps,15052 kB/s
204.110.223.192,443,204.110.223.192,US,,中转,19 ms,404 Mbps,51712 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,107 ms,264 Mbps,33894 kB/s
131.186.28.236,443,131.186.28.236,KR,Seoul,中转,193 ms,35 Mbps,4578 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,104 ms,42 Mbps,5433 kB/s
152.67.44.30,443,152.67.44.30,BR,São Paulo,中转,116 ms,40 Mbps,5145 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,185 ms,112 Mbps,14336 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,210 ms,27 Mbps,3552 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,211 ms,113 Mbps,14540 kB/s
3.138.59.154,443,3.130.64.226,US,,隧道,27 ms,440 Mbps,56320 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,149 ms,168 Mbps,21504 kB/s
