中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,44 ms,840 Mbps,107520 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,59 ms,595 Mbps,76185 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,48 ms,495 Mbps,63385 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,62 ms,604 Mbps,77312 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,58 ms,393 Mbps,50380 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,89 ms,26 Mbps,3453 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,16 ms,1224 Mbps,156672 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,34 ms,15 Mbps,2012 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,38 ms,557 Mbps,71372 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,55 ms,51 Mbps,6626 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,37 ms,366 Mbps,46899 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,31 ms,432 Mbps,55398 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,0 Mbps,79 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,17 ms,786 Mbps,100659 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,23 ms,744 Mbps,95334 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,146 ms,135 Mbps,17305 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,68 ms,322 Mbps,41267 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,151 ms,117 Mbps,15052 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,88 ms,193 Mbps,24780 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,26 ms,480 Mbps,61542 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,65 ms,50 Mbps,6441 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,180 ms,45 Mbps,5777 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,244 Mbps,31232 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,95 ms,47 Mbps,6016 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,28 ms,1336 Mbps,171008 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,26 ms,51 Mbps,6610 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,159 ms,192 Mbps,24576 kB/s
130.61.23.77,443,130.61.23.77,DE,145 Mbps,18636 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,62 ms,316 Mbps,40550 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,151 ms,46 Mbps,5954 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,133 ms,46 Mbps,6007 kB/s
132.145.242.62,443,2a0b:21c0:100a:1b3:0:ae42:aeb3:7a15,DE,Frankfurt,隧道,137 ms,137 Mbps,17612 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,152 ms,196 Mbps,25190 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,148 ms,140 Mbps,18022 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,140 ms,136 Mbps,17408 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,194 ms,92 Mbps,11776 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,152 ms,115 Mbps,14745 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,69 ms,34 Mbps,4416 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,78 ms,34 Mbps,4460 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,141 ms,127 Mbps,16281 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,207 ms,0 Mbps,51 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,206 ms,2 Mbps,383 kB/s
130.162.144.191,443,2a09:bac5:4753:155::22:133,KR,Seoul,隧道,151 ms,37 Mbps,4805 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,155 ms,147 Mbps,18841 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,162 ms,109 Mbps,14028 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,154 ms,49 Mbps,6374 kB/s
