中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,4 ms,543 Mbps,69529 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,38 ms,620 Mbps,79462 kB/s
129.146.46.164,443,129.146.46.164,347 Mbps,44441 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,18 ms,75 Mbps,9692 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,27 ms,1320 Mbps,168960 kB/s
35.197.23.75,443,35.212.248.117,US,Seattle,隧道,33 ms,872 Mbps,111616 kB/s
35.230.79.26,443,35.212.248.117,US,Seattle,隧道,42 ms,752 Mbps,96358 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,13 ms,685 Mbps,87756 kB/s
192.18.134.231,443,192.18.134.231,US,Los Angeles,中转,17 ms,348 Mbps,44646 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,45 ms,20 Mbps,2623 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,35 ms,880 Mbps,112640 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,23 ms,984 Mbps,125952 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,72 ms,70 Mbps,9018 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,76 ms,414 Mbps,53043 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,33 ms,300 Mbps,38400 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,2 ms,43 Mbps,5612 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,78 ms,436 Mbps,55808 kB/s
129.80.177.42,443,129.80.177.42,US,Newark,中转,77 ms,50 Mbps,6450 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,126 ms,215 Mbps,27545 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,75 ms,47 Mbps,6074 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,155 ms,168 Mbps,21606 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,154 ms,124 Mbps,15872 kB/s
143.47.182.90,443,2606:f240:f00:a683:0:7502:5f9e:69f,US,Frankfurt,隧道,160 ms,110 Mbps,14131 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,174 ms,111 Mbps,14233 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,139 ms,45 Mbps,5837 kB/s
47.90.141.204,443,91.149.239.72,US,Los Angeles,隧道,79 ms,29 Mbps,3812 kB/s
