中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,285 Mbps,36556 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,672 Mbps,86118 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,413 Mbps,52940 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,53 ms,448 Mbps,57446 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,63 ms,5 Mbps,720 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,36 ms,376 Mbps,48128 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,,colo.txt:Los Angeles,隧道,0 ms,35 Mbps,4551 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,419 Mbps,53657 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,131 ms,171 Mbps,21913 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,53 ms,320 Mbps,40960 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,53 ms,330 Mbps,42291 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,55 ms,416 Mbps,53350 kB/s
35.197.23.75,443,35.203.190.52,US,Seattle,隧道,56 ms,452 Mbps,57958 kB/s
129.146.133.33,443,129.146.133.33,US,Los Angeles,中转,75 ms,312 Mbps,40038 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,112 ms,172 Mbps,22118 kB/s
35.230.79.26,443,35.203.190.52,US,Seattle,隧道,51 ms,414 Mbps,53043 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,193 Mbps,24780 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,60 ms,330 Mbps,42291 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,330 Mbps,42291 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:b1,US,Los Angeles,隧道,149 ms,45 Mbps,5820 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,81 ms,8 Mbps,1058 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,37 ms,546 Mbps,69939 kB/s
141.144.237.206,443,2a0b:21c0:100a:1f9:0:2c55:352b:c512,DE,Frankfurt,隧道,223 ms,103 Mbps,13209 kB/s
129.146.220.190,443,129.146.220.190,US,Los Angeles,中转,56 ms,125 Mbps,16076 kB/s
47.88.93.96,443,47.251.149.50,US,San Jose,隧道,70 ms,4 Mbps,615 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,51 ms,18 Mbps,2431 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,364 Mbps,46694 kB/s
192.18.140.39,443,192.18.140.39,US,San Jose,中转,64 ms,51 Mbps,6532 kB/s
130.61.222.184,443,130.61.222.184,DE,Frankfurt,中转,107 ms,168 Mbps,21504 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,177 ms,194 Mbps,24883 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,67 ms,1 Mbps,215 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,187 Mbps,23961 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,148 ms,182 Mbps,23347 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,49 ms,427 Mbps,54681 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,44 Mbps,5644 kB/s
47.90.167.197,443,47.90.167.197,US,Ashburn,中转,79 ms,0 Mbps,33 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,170 ms,97 Mbps,12492 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,193 ms,39 Mbps,5078 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,170 ms,92 Mbps,11776 kB/s
138.3.254.39,443,138.3.254.39,173 Mbps,22220 kB/s
138.3.254.39,,,隧道,0 ms,null Mbps,null kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,112 ms,274 Mbps,35123 kB/s
152.67.65.201,443,152.67.65.201,CH,Zurich,中转,129 ms,44 Mbps,5632 kB/s
8.210.92.27,443,8.210.92.27,HK,Hong Kong,中转,185 ms,0 Mbps,37 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,235 ms,2 Mbps,364 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,192 ms,207 Mbps,26521 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,128 ms,378 Mbps,48435 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,170 ms,84 Mbps,10854 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,194 ms,77 Mbps,9937 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,123 ms,27 Mbps,3537 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,229 ms,34 Mbps,4468 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,105 ms,201 Mbps,25804 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,184 ms,95 Mbps,12185 kB/s
152.69.162.101,443,152.69.162.101,AU,Sydney,中转,304 ms,75 Mbps,9689 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,218 ms,37 Mbps,4790 kB/s
155.248.184.2,443,155.248.184.2,JP,Tokyo,中转,216 ms,32 Mbps,4145 kB/s
141.147.107.174,443,2606:f240:f00:dd8d:0:ea36:d275:254e,US,Frankfurt,隧道,118 ms,111 Mbps,14233 kB/s
8.209.217.106,443,8.209.217.106,JP,Tokyo,中转,153 ms,31 Mbps,4040 kB/s
158.180.79.198,443,158.180.79.198,KR,Seoul,中转,168 ms,102 Mbps,13107 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,187 ms,84 Mbps,10752 kB/s
143.47.255.172,443,2a0b:21c0:100a:1b6:0:c54a:dc30:34e7,DE,Frankfurt,隧道,116 ms,106 Mbps,13619 kB/s
140.238.195.98,443,140.238.195.98,AU,Sydney,中转,265 ms,36 Mbps,4676 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,107 ms,72 Mbps,9302 kB/s
130.162.250.180,443,2603:c020:8014:a8ee:cad4:eb37:5749:cafa,DE,Frankfurt,隧道,179 ms,84 Mbps,10752 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,194 ms,34 Mbps,4445 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,194 ms,62 Mbps,7966 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,222 ms,73 Mbps,9370 kB/s
8.216.88.20,443,47.251.149.52,US,San Jose,隧道,151 ms,2 Mbps,277 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,201 ms,18 Mbps,2393 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,200 ms,0 Mbps,44 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,317 ms,72 Mbps,9303 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,219 ms,61 Mbps,7932 kB/s
8.208.115.133,443,47.251.149.53,US,San Jose,隧道,99 ms,2 Mbps,330 kB/s
8.209.250.150,443,47.251.149.50,US,San Jose,隧道,163 ms,2 Mbps,322 kB/s
