中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,290 Mbps,37171 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,90 ms,340 Mbps,43520 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,288 Mbps,36864 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,31 ms,390 Mbps,49971 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,430 Mbps,55091 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,13 ms,93 Mbps,11980 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,20 ms,632 Mbps,80998 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,230 ms,3 Mbps,501 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,45 Mbps,5865 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,73 ms,219 Mbps,28057 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,49 ms,560 Mbps,71680 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,82 ms,327 Mbps,41881 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,111 ms,47 Mbps,6097 kB/s
129.146.7.98,443,2a09:bac5:60ef:1173::1bd:ed,US,Los Angeles,隧道,77 ms,70 Mbps,9075 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,78 ms,48 Mbps,6224 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,91 ms,396 Mbps,50790 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,222 Mbps,28467 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,75 ms,355 Mbps,45465 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,227 Mbps,29081 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,96 ms,285 Mbps,36556 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,193 Mbps,24780 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,88 ms,271 Mbps,34713 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,83 ms,334 Mbps,42803 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,70 ms,315 Mbps,40345 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,96 ms,44 Mbps,5737 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,220 Mbps,28160 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,89 ms,15 Mbps,2004 kB/s
130.162.231.200,443,2a0b:21c0:100a:1b6:0:7cb2:3b15:3a5,DE,Frankfurt,隧道,89 ms,211 Mbps,27033 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,21 ms,82 Mbps,10547 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,117 ms,87 Mbps,11161 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,125 Mbps,16076 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,102 ms,47 Mbps,6105 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,205 ms,1 Mbps,236 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,204 ms,100 Mbps,12902 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,204 ms,80 Mbps,10342 kB/s
155.248.196.123,443,155.248.196.123,US,Toronto,中转,83 ms,39 Mbps,5026 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,243 ms,47 Mbps,6020 kB/s
8.212.44.95,443,47.76.21.114,HK,Hong Kong,隧道,214 ms,94 Mbps,12083 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,115 ms,9 Mbps,1193 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,184 ms,89 Mbps,11468 kB/s
8.212.48.236,443,47.76.21.100,HK,Hong Kong,隧道,227 ms,99 Mbps,12697 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,110 ms,257 Mbps,32972 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,210 ms,0 Mbps,95 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,257 ms,61 Mbps,7863 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,246 ms,2 Mbps,352 kB/s
129.151.148.35,443,129.151.148.35,AE,Singapore,中转,221 ms,30 Mbps,3934 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,227 ms,3 Mbps,510 kB/s
144.24.79.237,443,2602:ffe4:407:20d9:0:82f1:8524:ea7,SG,Singapore,隧道,255 ms,51 Mbps,6590 kB/s
64.110.89.92,443,64.110.89.92,KR,Seoul,中转,221 ms,34 Mbps,4368 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,280 ms,0 Mbps,27 kB/s
130.162.144.191,443,2a09:bac5:4731:1482::20b:7d,KR,Seoul,隧道,227 ms,34 Mbps,4438 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,194 ms,35 Mbps,4540 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,227 ms,37 Mbps,4792 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,223 ms,43 Mbps,5592 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,218 ms,69 Mbps,8833 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,249 ms,9 Mbps,1243 kB/s
47.90.141.204,443,91.149.239.198,US,Los Angeles,隧道,11 ms,42 Mbps,5451 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,111 ms,52 Mbps,6683 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,193 ms,33 Mbps,4328 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,305 ms,30 Mbps,3958 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,145 ms,148 Mbps,19046 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,86 ms,246 Mbps,31539 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,248 ms,14 Mbps,1842 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,261 ms,2 Mbps,260 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,118 ms,44 Mbps,5665 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,105 ms,48 Mbps,6248 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:105,KR,Seoul,隧道,204 ms,83 Mbps,10649 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,323 ms,24 Mbps,3161 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,50 Mbps,6504 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,1248 ms,76 Mbps,9756 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,1112 ms,30 Mbps,3900 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,299 ms,0 Mbps,12 kB/s
