中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60eb:183c::26a:40,US,Los Angeles,隧道,25 ms,78 Mbps,10035 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,27 ms,356 Mbps,45670 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,40 ms,1672 Mbps,214016 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,66 ms,740 Mbps,94720 kB/s
35.197.23.75,443,35.197.106.247,US,Seattle,隧道,35 ms,912 Mbps,116736 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,14 ms,1920 Mbps,245760 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,43 ms,2152 Mbps,275456 kB/s
198.46.193.167,443,198.46.193.167,US,Dallas,中转,56 ms,528 Mbps,67584 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,18 ms,88 Mbps,11366 kB/s
13.57.182.91,443,2a09:bac5:6447:28::4:256,US,San Jose,隧道,93 ms,281 Mbps,36044 kB/s
192.18.150.121,443,192.18.150.121,CA,Toronto,中转,61 ms,348 Mbps,44544 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,32 ms,692 Mbps,88576 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,8 ms,1976 Mbps,252928 kB/s
23.224.22.211,443,23.224.22.211,US,Los Angeles,中转,12 ms,33 Mbps,4283 kB/s
35.230.79.26,443,35.197.106.247,US,Seattle,隧道,62 ms,928 Mbps,118784 kB/s
129.153.119.97,443,129.153.119.97,US,Los Angeles,中转,60 ms,78 Mbps,9997 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,674 Mbps,86323 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,116 ms,433 Mbps,55500 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,147 ms,48 Mbps,6164 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,77 ms,466 Mbps,59699 kB/s
8.222.193.65,443,8.222.193.65,SG,Singapore,中转,168 ms,92 Mbps,11776 kB/s
64.110.103.69,443,64.110.103.69,JP,Osaka,中转,150 ms,33 Mbps,4295 kB/s
